,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
30,2022-03-19,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,0,Monterrey,0.5,0.5,58,41473.0,Guido Pizarro,4-1-4-1,Jorge Pérez,Match Report,,9,6,19.2,1.0,0,0,2022,UANL
31,2022-04-03,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,2,0,Tijuana,2.3,0.8,59,37691.0,Guido Pizarro,4-1-4-1,Óscar Macias,Match Report,,19,5,16.4,0.0,0,0,2022,UANL
32,2022-04-07,19:00,Liga MX,Clausura 2022 Regular Season,Thu,Away,L,1,2,Pachuca,0.6,1.7,55,10664.0,Guido Pizarro,4-1-4-1,Ismael Lopez,Match Report,,6,2,11.8,0.0,0,0,2022,UANL
33,2022-04-10,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,1,0,Querétaro,0.3,1.7,43,,Guido Pizarro,4-4-2,Diego Montaño,Match Report,,10,2,28.0,1.0,0,0,2022,UANL
34,2022-04-16,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,3,0,Toluca,2.8,0.4,57,36658.0,Guido Pizarro,4-3-3,Marco Ortíz,Match Report,,27,10,17.0,0.0,0,0,2022,UANL
35,2022-04-19,19:00,Liga MX,Clausura 2022 Regular Season,Tue,Away,L,0,2,Necaxa,1.1,0.7,62,,Guido Pizarro,3-4-3,Jesus Lopez,Match Report,,16,2,18.7,2.0,0,0,2022,UANL
36,2022-04-23,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,2,América,0.5,1.6,62,38810.0,Guido Pizarro,4-3-3,Fernando Hernández,Match Report,,5,3,18.6,0.0,0,0,2022,UANL
37,2022-04-30,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,1,1,Atlas,1.5,0.5,54,21968.0,Hugo Ayala,4-2-3-1,Oscar Mejia,Match Report,,11,1,20.3,1.0,1,1,2022,UANL
38,2022-05-12,19:00,Liga MX,Quarter-finals,Thu,Away,W,1,0,Cruz Azul,0.5,0.5,46,28974.0,Guido Pizarro,3-4-3,Fernando Hernández,Match Report,Leg 1 of 2,10,5,26.6,1.0,0,0,2022,UANL
39,2022-05-15,20:05,Liga MX,Quarter-finals,Sun,Home,L,0,1,Cruz Azul,1.6,0.7,42,40161.0,Guido Pizarro,3-4-3,César Arturo Ramos,Match Report,Leg 2 of 2; UANL won,21,6,19.2,1.0,0,0,2022,UANL
40,2022-05-18,21:00,Liga MX,Semi-finals,Wed,Away,L,0,3,Atlas,0.8,1.3,54,20684.0,Guido Pizarro,3-4-3,Marco Ortíz,Match Report,Leg 1 of 2,11,1,17.6,0.0,0,0,2022,UANL
41,2022-05-21,20:00,Liga MX,Semi-finals,Sat,Home,W,4,2,Atlas,3.5,1.9,62,41635.0,Guido Pizarro,4-4-2,César Arturo Ramos,Match Report,Leg 2 of 2; Atlas won,19,5,18.1,1.0,2,2,2022,UANL
0,2021-07-22,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,D,0,0,Querétaro,1.4,0.4,57,10221.0,Bruno Valdez,4-1-4-1,Marco Ortíz,Match Report,,16,2,20.9,1.0,0,0,2022,America
1,2021-07-31,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,1,Necaxa,1.2,1.9,61,9590.0,Emanuel Aguilera,4-1-4-1,Fernando Hernández,Match Report,,15,5,18.2,0.0,0,0,2022,America
2,2021-08-07,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,0,Puebla,2.4,1.1,46,8567.0,Emanuel Aguilera,4-2-3-1,César Arturo Ramos,Match Report,,10,4,20.1,1.0,1,1,2022,America
3,2021-08-15,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,1,0,Atlas,1.7,0.4,43,13637.0,Guillermo Ochoa,4-2-3-1,Jorge Pérez,Match Report,,9,3,21.9,1.0,0,1,2022,America
4,2021-08-18,20:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,W,2,1,FC Juárez,2.3,0.8,48,13992.0,Guillermo Ochoa,4-2-3-1,Luis Santander,Match Report,,16,6,13.8,0.0,0,0,2022,America
5,2021-08-22,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,Tijuana,1.5,0.2,63,,Guillermo Ochoa,4-4-2,Jorge Rojas,Match Report,,12,3,24.6,2.0,1,1,2022,America
6,2021-08-28,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,León,1.0,1.5,34,12719.0,Guillermo Ochoa,4-1-4-1,Marco Ortíz,Match Report,,5,1,21.2,0.0,1,1,2022,America
7,2021-09-11,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,0,Mazatlán,1.6,0.0,59,14637.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,21,9,20.0,1.0,0,0,2022,America
8,2021-09-18,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,1,3,Toluca,1.2,2.0,57,10297.0,Guillermo Ochoa,4-4-2,Jorge Rojas,Match Report,,17,7,17.9,1.0,0,0,2022,America
9,2021-09-25,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Guadalajara,0.9,0.5,55,42862.0,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,18,7,16.5,0.0,0,0,2022,America
10,2021-09-28,21:05,Liga MX,Apertura 2021 Regular Season,Tue,Away,D,1,1,Pachuca,1.5,0.9,54,7454.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,,18,3,18.5,1.0,0,0,2022,America
11,2021-10-03,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,UNAM,1.3,0.8,55,27571.0,Guillermo Ochoa,4-2-3-1,Jorge Pérez,Match Report,,16,7,19.2,0.0,0,0,2022,America
12,2021-10-16,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,1,0,Atlético,0.9,0.5,56,16373.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,11,4,18.5,0.0,0,0,2022,America
13,2021-10-19,19:05,Liga MX,Apertura 2021 Regular Season,Tue,Home,W,2,1,Santos,1.2,1.2,47,16918.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,,10,5,16.5,0.0,0,0,2022,America
14,2021-10-23,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,1,0,UANL,1.0,0.8,41,32675.0,Guillermo Ochoa,4-3-3,Fernando Guerrero,Match Report,,7,1,14.9,0.0,0,0,2022,America
15,2021-10-31,17:05,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,1,2,Cruz Azul,0.5,1.1,45,31257.0,Guillermo Ochoa,4-4-2,Luis Santander,Match Report,,6,2,21.4,0.0,0,0,2022,America
16,2021-11-06,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Monterrey,0.5,0.4,54,25654.0,Guillermo Ochoa,4-4-2,Diego Montaño,Match Report,,13,3,24.2,0.0,0,0,2022,America
17,2021-11-24,19:00,Liga MX,Quarter-finals,Wed,Away,D,0,0,UNAM,0.1,0.6,45,42784.0,Guillermo Ochoa,4-5-1,Jorge Pérez,Match Report,Leg 1 of 2,3,1,24.3,0.0,0,0,2022,America
18,2021-11-27,19:00,Liga MX,Quarter-finals,Sat,Home,L,1,3,UNAM,2.0,1.7,56,51302.0,Guillermo Ochoa,4-4-2,Marco Ortíz,Match Report,Leg 2 of 2; UNAM won,15,2,22.1,2.0,1,1,2022,America
19,2022-01-07,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,1,1,Puebla,0.7,1.0,33,35040.0,Guillermo Ochoa,4-2-3-1,Oscar Mejia,Match Report,,8,3,15.9,0.0,0,0,2022,America
20,2022-01-22,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,2,Atlas,0.9,0.1,58,20825.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,,14,4,16.3,1.0,0,0,2022,America
21,2022-02-05,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,2,3,Atlético,2.2,2.9,68,16968.0,Guillermo Ochoa,4-3-3,Adonai Escobedo,Match Report,,13,3,16.4,2.0,0,0,2022,America
22,2022-02-12,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,2,Santos,2.1,0.6,42,18774.0,Guillermo Ochoa,3-4-3,Luis Santander,Match Report,,10,2,17.1,1.0,1,1,2022,America
23,2022-02-16,18:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,L,1,2,Mazatlán,1.2,1.2,59,13934.0,Guillermo Ochoa,3-5-2,Jorge Pérez,Match Report,,10,2,12.1,1.0,0,0,2022,America
24,2022-02-20,16:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,1,3,Pachuca,1.4,1.6,48,27858.0,Guillermo Ochoa,4-3-1-2,Diego Montaño,Match Report,,18,5,19.5,1.0,0,0,2022,America
25,2022-02-26,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,0,0,UNAM,0.8,0.4,51,42650.0,Guillermo Ochoa,4-3-1-2,Fernando Guerrero,Match Report,,8,2,13.4,0.0,0,0,2022,America
26,2022-03-01,21:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,D,1,1,Querétaro,0.7,0.9,41,17414.0,Guillermo Ochoa,4-2-3-1,Fernando Hernández,Match Report,,12,4,18.2,1.0,0,0,2022,America
27,2022-03-05,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,1,2,Monterrey,1.2,1.8,52,40327.0,Guillermo Ochoa,4-2-3-1,Erick Miranda,Match Report,,12,3,15.7,0.0,0,0,2022,America
28,2022-03-12,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,0,0,Guadalajara,0.3,0.7,37,33047.0,Guillermo Ochoa,4-4-2,Jorge Pérez,Match Report,,7,2,19.1,0.0,0,0,2022,America
29,2022-03-20,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,3,0,Toluca,2.6,0.2,52,34571.0,Guillermo Ochoa,4-2-3-1,Oscar Mejia,Match Report,,15,8,18.7,2.0,0,0,2022,America
30,2022-04-02,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,1,0,Necaxa,1.5,0.3,46,19485.0,Guillermo Ochoa,4-2-3-1,Daniel Quintero,Match Report,,14,4,18.8,2.0,0,0,2022,America
31,2022-04-09,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,3,0,FC Juárez,1.5,0.5,57,19757.0,Guillermo Ochoa,4-3-3,César Arturo Ramos,Match Report,,16,6,24.1,2.0,0,0,2022,America
32,2022-04-15,19:06,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,3,1,Tijuana,3.1,0.4,50,27333.0,Guillermo Ochoa,4-2-3-1,Luis Santander,Match Report,,15,6,16.5,1.0,1,1,2022,America
33,2022-04-20,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,W,2,0,León,1.7,0.5,62,36210.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,19,6,18.7,2.0,0,0,2022,America
34,2022-04-23,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,2,0,UANL,1.6,0.5,38,38810.0,Guillermo Ochoa,4-2-3-1,Fernando Hernández,Match Report,,15,8,15.5,1.0,0,0,2022,America
35,2022-04-30,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,0,0,Cruz Azul,1.2,0.3,64,52630.0,Guillermo Ochoa,4-2-3-1,Marco Ortíz,Match Report,,16,4,18.7,2.0,0,0,2022,America
36,2022-05-11,21:05,Liga MX,Quarter-finals,Wed,Away,D,1,1,Puebla,0.8,0.3,49,43921.0,Guillermo Ochoa,4-4-2,Luis Santander,Match Report,Leg 1 of 2,12,4,17.1,1.0,0,0,2022,America
37,2022-05-14,18:00,Liga MX,Quarter-finals,Sat,Home,W,3,2,Puebla,3.7,1.8,43,51186.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; América won,15,5,16.4,1.0,1,1,2022,America
38,2022-05-19,20:00,Liga MX,Semi-finals,Thu,Home,D,1,1,Pachuca,1.0,1.1,48,62633.0,Guillermo Ochoa,4-2-3-1,Jorge Pérez,Match Report,Leg 1 of 2,7,3,18.3,0.0,0,0,2022,America
39,2022-05-22,20:06,Liga MX,Semi-finals,Sun,Away,L,0,3,Pachuca,1.1,1.7,60,19310.0,Guillermo Ochoa,4-2-3-1,Fernando Hernández,Match Report,Leg 2 of 2; Pachuca won,17,5,19.3,0.0,0,0,2022,America
0,2021-07-25,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,UNAM,1.3,0.6,57,,Aldo Rocha,4-2-3-1,Luis Santander,Match Report,,18,5,20.9,0.0,0,0,2022,Atlas
1,2021-07-31,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,0,FC Juárez,1.0,0.2,58,7859.0,Aldo Rocha,4-2-3-1,Oscar Mejia,Match Report,,16,4,19.1,0.0,0,0,2022,Atlas
2,2021-08-09,21:00,Liga MX,Apertura 2021 Regular Season,Mon,Away,W,1,0,Pachuca,1.4,1.5,36,,Aldo Rocha,4-2-3-1,Guillermo Pacheco Larios,Match Report,,12,5,13.9,0.0,0,0,2022,Atlas
3,2021-08-15,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,L,0,1,América,0.4,1.7,57,13637.0,Aldo Rocha,4-2-3-1,Jorge Pérez,Match Report,,7,2,17.3,0.0,0,0,2022,Atlas
4,2021-08-18,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,D,1,1,Santos,0.9,0.8,42,11998.0,Aldo Rocha,4-2-3-1,Fernando Guerrero,Match Report,,11,2,19.6,1.0,0,0,2022,Atlas
5,2021-08-21,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Toluca,1.5,2.4,58,7239.0,Aldo Rocha,4-1-4-1,Marco Ortíz,Match Report,,11,2,20.4,0.0,0,1,2022,Atlas
6,2021-08-28,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,UANL,1.0,1.9,45,11225.0,Aldo Rocha,3-4-3,Luis Santander,Match Report,,12,4,16.7,0.0,0,0,2022,Atlas
7,2021-09-11,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,1,Monterrey,1.4,0.5,55,5568.0,Aldo Rocha,3-4-3,Óscar Macias,Match Report,,14,4,17.1,0.0,0,0,2022,Atlas
8,2021-09-17,21:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,3,0,Necaxa,1.2,0.9,40,11020.0,Aldo Rocha,3-4-3,Fernando Guerrero,Match Report,,9,4,17.3,0.0,0,0,2022,Atlas
9,2021-09-25,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,0,León,1.4,1.0,30,8832.0,Aldo Rocha,5-3-2,Jorge Rojas,Match Report,,10,6,18.5,0.0,0,0,2022,Atlas
10,2021-09-28,21:00,Liga MX,Apertura 2021 Regular Season,Tue,Home,L,0,1,Puebla,2.0,0.7,65,9902.0,Aldo Rocha,4-3-3,Fernando Hernández,Match Report,,16,3,17.9,1.0,0,1,2022,Atlas
11,2021-10-02,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,1,0,Guadalajara,1.2,0.5,68,21709.0,Aldo Rocha,4-4-2,Fernando Guerrero,Match Report,,15,2,22.8,0.0,1,1,2022,Atlas
12,2021-10-15,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,L,0,1,Mazatlán,1.1,2.3,60,8120.0,Aldo Rocha,4-4-2,Mario Vargas,Match Report,,19,4,17.5,1.0,0,0,2022,Atlas
13,2021-10-19,21:05,Liga MX,Apertura 2021 Regular Season,Tue,Home,D,0,0,Cruz Azul,0.7,0.8,49,9604.0,Aldo Rocha,4-4-2,Jorge Rojas,Match Report,,6,2,14.4,1.0,0,0,2022,Atlas
14,2021-10-24,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,6,2,Atlético,2.7,1.2,52,9309.0,Aldo Rocha,5-3-2,César Arturo Ramos,Match Report,,24,8,16.0,0.0,0,0,2022,Atlas
15,2021-10-28,19:00,Liga MX,Apertura 2021 Regular Season,Thu,Home,L,0,2,Tijuana,1.0,1.1,65,10299.0,Aldo Rocha,4-1-3-2,Óscar Macias,Match Report,,15,2,22.2,0.0,0,0,2022,Atlas
16,2021-11-04,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Home,W,2,0,Querétaro,2.3,0.3,50,10421.0,Aldo Rocha,5-3-2,Guillermo Pacheco Larios,Match Report,,19,6,15.8,1.0,0,0,2022,Atlas
17,2021-11-24,21:05,Liga MX,Quarter-finals,Wed,Away,D,0,0,Monterrey,0.6,0.6,45,27105.0,Aldo Rocha,5-3-2,Jorge Rojas,Match Report,Leg 1 of 2,6,3,27.3,0.0,0,0,2022,Atlas
18,2021-11-27,21:05,Liga MX,Quarter-finals,Sat,Home,D,1,1,Monterrey,1.1,0.4,39,21210.0,Aldo Rocha,5-3-2,César Arturo Ramos,Match Report,Leg 2 of 2; Monterrey won,7,0,24.9,0.0,1,1,2022,Atlas
19,2021-12-02,21:00,Liga MX,Semi-finals,Thu,Away,W,1,0,UNAM,0.4,1.3,45,48976.0,Aldo Rocha,5-3-2,Jorge Rojas,Match Report,Leg 1 of 2,9,4,26.4,0.0,0,0,2022,Atlas
20,2021-12-05,19:00,Liga MX,Semi-finals,Sun,Home,L,0,1,UNAM,2.1,0.9,41,42962.0,Aldo Rocha,3-5-2,Jorge Pérez,Match Report,Leg 2 of 2; Atlas won,17,4,16.4,1.0,0,0,2022,Atlas
21,2021-12-09,21:00,Liga MX,Finals,Thu,Away,L,2,3,León,0.4,1.6,33,23513.0,Aldo Rocha,3-5-2,Luis Santander,Match Report,Leg 1 of 2,8,3,19.8,0.0,0,0,2022,Atlas
22,2021-12-12,20:15,Liga MX,Finals,Sun,Home,W,1 (4),0 (3),León,2.8,0.8,51,47548.0,Aldo Rocha,3-5-2,Marco Ortíz,Match Report,Leg 2 of 2; Atlas won; Atlas won on penalty kicks following extra time,20,9,17.2,1.0,0,0,2022,Atlas
23,2022-01-15,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,1,0,Atlético,0.4,0.6,48,13353.0,Aldo Rocha,3-5-2,Brian Gonzalez,Match Report,,13,3,20.3,0.0,0,0,2022,Atlas
24,2022-01-19,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,D,1,1,León,1.3,1.3,42,8997.0,Aldo Rocha,3-4-3,Fernando Hernández,Match Report,,8,4,15.3,1.0,0,0,2022,Atlas
25,2022-01-22,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,2,0,América,0.1,0.9,42,20825.0,Aldo Rocha,5-3-2,Marco Ortíz,Match Report,,4,3,24.4,1.0,0,0,2022,Atlas
26,2022-02-06,18:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,2,1,Santos,1.1,1.3,54,17346.0,Aldo Rocha,5-3-2,Jorge Pérez,Match Report,,9,3,20.8,1.0,0,0,2022,Atlas
27,2022-02-11,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,1,1,Puebla,1.9,1.5,53,23170.0,Aldo Rocha,5-3-2,Victor Caceres,Match Report,,12,2,20.0,0.0,0,1,2022,Atlas
28,2022-02-20,20:05,Liga MX,Clausura 2022 Regular Season,Sun,Home,D,0,0,UNAM,0.6,0.6,58,20436.0,Aldo Rocha,5-3-2,Daniel Quintero,Match Report,,9,3,19.3,2.0,0,0,2022,Atlas
29,2022-02-25,19:06,Liga MX,Clausura 2022 Regular Season,Fri,Away,L,0,2,Tijuana,0.7,1.0,52,14333.0,Aldo Rocha,5-3-2,Jorge Pérez,Match Report,,8,0,18.9,0.0,0,0,2022,Atlas
30,2022-03-02,19:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,L,0,1,Pachuca,0.7,1.7,44,14421.0,Aldo Rocha,5-3-2,Brian Gonzalez,Match Report,,13,1,17.4,1.0,0,0,2022,Atlas
31,2022-03-05,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,0,Querétaro,,,52,,Aldo Rocha,5-3-2,Fernando Guerrero,Match Report,Match awarded to Atlas,7,1,,,0,0,2022,Atlas
