,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
18,2021-01-15,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,0,0,Tijuana,2.2,1.0,49.0,,Dario Lezcano,4-3-3,Eduardo Basulto,Match Report,,13,3,16.6,0.0,0,1,2021,FC Juarez
19,2021-01-26,20:30,Liga MX,Guardianes 2021 Regular Season,Tue,Away,L,0,2,América,0.4,0.5,56.0,,Dario Lezcano,4-3-3,Marco Antonio Nava,Match Report,,9,1,19.3,1.0,0,0,2021,FC Juarez
20,2021-01-30,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,2,1,Guadalajara,0.4,0.7,30.0,,Dario Lezcano,4-3-3,Jorge Rojas,Match Report,,6,5,18.0,0.0,0,0,2021,FC Juarez
21,2021-02-12,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,4,Puebla,1.3,1.8,53.0,,Dario Lezcano,4-3-3,Fernando Hernández,Match Report,,19,5,20.7,2.0,0,0,2021,FC Juarez
22,2021-02-19,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,1,0,Mazatlán,1.2,0.6,57.0,,Dario Lezcano,4-2-3-1,Oscar Mejia,Match Report,,5,2,18.7,0.0,0,0,2021,FC Juarez
23,2021-02-28,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,2,3,Santos,1.5,1.1,49.0,,Dario Lezcano,4-2-3-1,Luis Santander,Match Report,,7,2,21.0,0.0,1,1,2021,FC Juarez
24,2021-03-03,18:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,1,6,Monterrey,0.8,3.7,53.0,5211.0,Dario Lezcano,4-2-3-1,Diego Montaño,Match Report,,9,2,17.2,0.0,0,0,2021,FC Juarez
25,2021-03-06,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,2,Atlas,0.2,2.3,45.0,,Dario Lezcano,4-2-3-1,Marco Ortíz,Match Report,,5,1,22.9,0.0,0,0,2021,FC Juarez
26,2021-03-12,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,1,1,UNAM,0.7,1.4,49.0,,Dario Lezcano,4-2-3-1,Oscar Mejia,Match Report,,7,1,17.2,2.0,0,0,2021,FC Juarez
27,2021-03-19,19:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,1,Necaxa,1.1,2.5,53.0,4153.0,Dario Lezcano,4-2-3-1,Óscar Macias,Match Report,,6,1,26.9,0.0,0,1,2021,FC Juarez
28,2021-04-02,21:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,L,0,1,Cruz Azul,0.5,1.0,40.0,5911.0,Dario Lezcano,4-2-3-1,César Arturo Ramos,Match Report,,7,0,17.7,0.0,0,0,2021,FC Juarez
29,2021-04-09,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,2,1,Atlético,2.7,1.3,45.0,,Dario Lezcano,4-2-3-1,Jorge Pérez,Match Report,,10,5,20.4,0.0,1,2,2021,FC Juarez
30,2021-04-14,20:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,2,3,UANL,1.9,1.4,32.0,,Iván Vázquez,4-2-3-1,Erick Yair Miranda,Match Report,,11,7,15.4,0.0,0,0,2021,FC Juarez
31,2021-04-19,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,L,0,2,León,1.2,2.6,34.0,,Iván Vázquez,4-4-2,Óscar Macias,Match Report,,13,4,23.0,0.0,0,0,2021,FC Juarez
32,2021-04-25,19:30,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,1,Querétaro,0.6,0.8,59.0,,Iván Vázquez,4-4-2,Fernando Guerrero,Match Report,,14,4,22.8,0.0,0,0,2021,FC Juarez
33,2021-04-30,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,1,0,Toluca,0.8,0.6,48.0,,Iván Vázquez,4-4-2,Eduardo Basulto,Match Report,,14,2,19.0,0.0,0,0,2021,FC Juarez
0,2020-07-27,18:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,D,1,1,FC Juárez,0.5,1.4,40.0,,Carlos Felipe Rodríguez,4-4-2,Saul Silva,Match Report,,7,3,27.9,2.0,0,0,2021,Atletico
1,2020-08-02,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,2,3,Toluca,3.2,2.6,55.0,,Carlos Felipe Rodríguez,4-2-3-1,Diego Montaño,Match Report,,25,4,21.2,0.0,1,1,2021,Atletico
2,2020-08-09,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,D,1,1,Atlas,1.4,0.8,38.0,,Nicolás Ibáñez,4-4-2,Fernando Hernández,Match Report,,18,5,19.1,0.0,0,0,2021,Atletico
3,2020-08-12,19:06,Liga MX,Guardianes 2020 Regular Season,Wed,Away,W,2,0,Tijuana,0.5,0.7,30.0,,Nicolás Ibáñez,3-4-3,Marco Antonio Nava,Match Report,,9,3,29.6,0.0,0,0,2021,Atletico
4,2020-08-15,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,1,2,Guadalajara,1.1,1.6,44.0,,Nicolás Ibáñez,4-2-3-1,César Arturo Ramos,Match Report,,10,2,16.8,0.0,0,0,2021,Atletico
5,2020-08-23,19:35,Liga MX,Guardianes 2020 Regular Season,Sun,Home,L,1,3,Cruz Azul,2.9,1.6,56.0,,Nicolás Ibáñez,4-2-3-1,Oscar Mejia,Match Report,,15,5,18.3,1.0,0,2,2021,Atletico
6,2020-08-29,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,1,2,América,1.9,2.8,56.0,,Nicolás Ibáñez,4-2-3-1,Jorge Pérez,Match Report,,16,5,14.9,0.0,0,0,2021,Atletico
7,2020-09-03,21:00,Liga MX,Guardianes 2020 Regular Season,Thu,Away,L,1,3,Pachuca,0.3,2.0,44.0,,Nicolás Ibáñez,4-2-3-1,Óscar Macias,Match Report,,7,4,21.1,0.0,0,0,2021,Atletico
8,2020-09-08,17:00,Liga MX,Guardianes 2020 Regular Season,Tue,Home,W,2,1,Necaxa,0.8,1.9,59.0,,Nicolás Ibáñez,4-4-2,César Arturo Ramos,Match Report,,9,3,15.7,1.0,0,0,2021,Atletico
9,2020-09-13,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,0,3,UNAM,1.2,0.9,53.0,,Matías Catalán,5-4-1,Adonai Escobedo,Match Report,,14,5,17.3,1.0,0,0,2021,Atletico
10,2020-09-20,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,L,1,2,Monterrey,1.1,1.3,64.0,,Carlos Felipe Rodríguez,4-4-2,Marco Antonio Nava,Match Report,,19,5,19.6,2.0,0,0,2021,Atletico
11,2020-09-27,17:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,L,0,2,León,0.9,0.7,36.0,,Matías Catalán,5-4-1,Óscar Macias,Match Report,,6,0,21.4,0.0,0,0,2021,Atletico
12,2020-10-03,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,3,UANL,0.2,2.6,30.0,,Camilo Mayada,4-2-3-1,Fernando Hernández,Match Report,,6,2,24.7,0.0,0,0,2021,Atletico
13,2020-10-15,21:00,Liga MX,Guardianes 2020 Regular Season,Thu,Home,W,2,1,Querétaro,1.8,0.4,51.0,,Camilo Mayada,4-2-3-1,Diego Montaño,Match Report,,15,6,19.1,0.0,0,0,2021,Atletico
14,2020-10-25,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,1,2,Santos,0.7,1.6,47.0,,Camilo Mayada,4-4-2,Eduardo Basulto,Match Report,,9,3,17.8,1.0,0,0,2021,Atletico
15,2020-10-29,21:00,Liga MX,Guardianes 2020 Regular Season,Thu,Home,L,0,5,Mazatlán,1.3,2.1,61.0,,Camilo Mayada,4-4-2,Jorge Pérez,Match Report,,22,6,20.3,0.0,0,0,2021,Atletico
16,2020-11-06,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,L,0,1,Puebla,1.5,1.1,56.0,,Camilo Mayada,4-4-2,Marco Antonio Nava,Match Report,,12,2,14.9,1.0,0,0,2021,Atletico
17,2021-01-09,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,América,1.1,1.5,46.0,,Camilo Mayada,4-3-3,Alejandro Funk,Match Report,,14,7,18.4,1.0,0,0,2021,Atletico
18,2021-01-15,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,1,Necaxa,1.1,1.5,53.0,3726.0,Nicolás Ibáñez,3-4-3,Diego Montaño,Match Report,,8,2,18.8,0.0,0,1,2021,Atletico
19,2021-01-21,21:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,W,3,1,Guadalajara,2.1,0.5,40.0,,Nicolás Ibáñez,4-3-3,Eduardo Basulto,Match Report,,12,5,16.0,0.0,1,1,2021,Atletico
20,2021-02-01,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,L,1,3,León,0.9,2.0,30.0,,Nicolás Ibáñez,4-3-3,Adonai Escobedo,Match Report,,5,1,12.9,0.0,0,0,2021,Atletico
21,2021-02-04,19:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,D,2,2,Tijuana,1.6,1.4,54.0,,Nicolás Ibáñez,4-3-3,Luis Santander,Match Report,,20,6,17.5,1.0,0,0,2021,Atletico
22,2021-02-12,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,3,0,Mazatlán,2.0,2.4,34.0,,Nicolás Ibáñez,4-3-3,Fernando Guerrero,Match Report,,12,7,23.3,2.0,1,1,2021,Atletico
23,2021-02-18,21:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,W,1,0,Santos,0.7,0.9,35.0,,Nicolás Ibáñez,4-3-3,Adonai Escobedo,Match Report,,5,2,15.4,0.0,0,0,2021,Atletico
24,2021-02-25,21:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,D,2,2,UANL,0.4,1.5,31.0,,Nicolás Ibáñez,4-4-2,Diego Montaño,Match Report,,7,3,25.2,1.0,0,0,2021,Atletico
25,2021-03-02,17:00,Liga MX,Guardianes 2021 Regular Season,Tue,Away,L,1,3,Atlas,0.4,2.5,50.0,,Nicolás Ibáñez,4-3-2-1,César Arturo Ramos,Match Report,,5,1,25.6,0.0,0,0,2021,Atletico
26,2021-03-05,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,0,0,Toluca,0.9,2.2,46.0,,Nicolás Ibáñez,4-3-2-1,Fernando Hernández,Match Report,,9,2,19.9,0.0,0,0,2021,Atletico
27,2021-03-14,18:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,2,Querétaro,1.1,2.5,51.0,,Nicolás Ibáñez,4-3-3,Jorge Rojas,Match Report,,8,0,20.4,0.0,1,1,2021,Atletico
28,2021-03-20,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,0,1,UNAM,2.0,1.6,46.0,,Nicolás Ibáñez,4-3-3,Marco Antonio Nava,Match Report,,17,5,16.6,0.0,0,0,2021,Atletico
29,2021-04-03,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,2,Monterrey,0.7,2.7,44.0,,Nicolás Ibáñez,4-3-3,Luis Santander,Match Report,,10,5,17.6,0.0,0,0,2021,Atletico
30,2021-04-09,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,1,2,FC Juárez,1.3,2.7,55.0,,Nicolás Ibáñez,4-3-3,Jorge Pérez,Match Report,,12,4,18.5,0.0,1,1,2021,Atletico
31,2021-04-17,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,1,4,Puebla,0.7,2.4,47.0,,Nicolás Ibáñez,4-3-3,César Arturo Ramos,Match Report,,12,5,17.3,0.0,0,0,2021,Atletico
32,2021-04-24,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,2,3,Cruz Azul,2.0,1.7,53.0,,Nicolás Ibáñez,4-3-3,Luis Santander,Match Report,,16,2,17.1,0.0,1,1,2021,Atletico
33,2021-04-29,21:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,L,1,5,Pachuca,0.8,1.8,57.0,5448.0,Nicolás Ibáñez,4-3-3,Fernando Hernández,Match Report,,14,3,17.9,0.0,0,0,2021,Atletico
0,2019-07-21,18:45,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,3.0,0.0,Guadalajara,2.3,0.4,49.0,26572.0,Jonathan Orozco,4-4-2,Jorge Rojas,Match Report,,16,5,19.5,2.0,0,0,2020,Santos Laguna
1,2019-07-28,18:45,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,3.0,0.0,FC Juárez,2.6,0.3,59.0,25181.0,Jonathan Orozco,4-4-2,Erick Yair Miranda,Match Report,,21,8,17.4,1.0,0,0,2020,Santos Laguna
2,2019-08-02,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,2.0,1.0,Atlas,3.0,1.8,45.0,31317.0,Jonathan Orozco,4-4-2,Adonai Escobedo,Match Report,,25,7,18.0,1.0,0,0,2020,Santos Laguna
3,2019-08-11,18:45,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,4.0,1.0,Puebla,2.7,1.5,34.0,22432.0,Jonathan Orozco,4-4-2,Diego Montaño,Match Report,,10,5,16.5,0.0,1,1,2020,Santos Laguna
4,2019-08-18,17:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0.0,3.0,Necaxa,2.3,2.3,56.0,14167.0,Jonathan Orozco,4-4-2,Alejandro Funk,Match Report,,21,4,20.9,3.0,0,0,2020,Santos Laguna
5,2019-08-23,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Home,W,2.0,1.0,Monterrey,1.7,1.8,41.0,24012.0,Jonathan Orozco,4-2-3-1,Fernando Hernández,Match Report,,18,7,21.6,1.0,0,0,2020,Santos Laguna
6,2019-08-28,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Away,D,2.0,2.0,León,2.4,1.1,34.0,21434.0,Jonathan Orozco,4-2-3-1,Luis Santander,Match Report,,16,4,21.8,2.0,1,1,2020,Santos Laguna
7,2019-09-15,18:45,Liga MX,Apertura 2019 Regular Season,Sun,Home,D,2.0,2.0,Pachuca,1.9,1.0,58.0,22677.0,Jonathan Orozco,4-2-3-1,Oscar Mejia,Match Report,,13,3,17.1,1.0,1,1,2020,Santos Laguna
8,2019-09-21,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,3.0,2.0,Atlético,2.3,1.9,42.0,20759.0,Jonathan Orozco,4-2-3-1,Roberto García,Match Report,,15,9,18.3,0.0,0,0,2020,Santos Laguna
9,2019-09-25,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,W,5.0,0.0,Veracruz,2.6,0.3,52.0,18622.0,Jonathan Orozco,4-2-3-1,Diego Montaño,Match Report,,18,11,17.9,1.0,0,0,2020,Santos Laguna
10,2019-09-29,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0.0,2.0,UNAM,0.6,1.5,52.0,16203.0,Jonathan Orozco,4-4-2,Fernando Hernández,Match Report,,6,2,24.4,2.0,0,0,2020,Santos Laguna
11,2019-10-05,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,0.0,4.0,UANL,0.4,2.8,49.0,41426.0,Jonathan Orozco,4-4-2,Jorge Pérez,Match Report,,10,1,26.2,0.0,0,0,2020,Santos Laguna
12,2019-10-18,21:06,Liga MX,Apertura 2019 Regular Season,Fri,Home,W,4.0,1.0,Tijuana,3.3,0.8,49.0,19537.0,Jonathan Orozco,4-4-2,Fernando Guerrero,Match Report,,15,8,12.8,1.0,0,0,2020,Santos Laguna
13,2019-10-25,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,D,2.0,2.0,Morelia,2.8,0.9,49.0,13674.0,Jonathan Orozco,4-4-2,Eduardo Basulto,Match Report,,21,5,20.4,1.0,0,1,2020,Santos Laguna
14,2019-10-29,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,W,1.0,0.0,Querétaro,1.5,0.8,47.0,19688.0,Jonathan Orozco,4-4-1-1,Jorge Rojas,Match Report,,15,6,18.0,1.0,0,0,2020,Santos Laguna
15,2019-11-02,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,2.0,1.0,América,1.3,0.9,46.0,21855.0,Julio Furch,4-4-1-1,César Arturo Ramos,Match Report,,14,3,34.2,1.0,1,1,2020,Santos Laguna
16,2019-11-10,18:45,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,3.0,1.0,Cruz Azul,1.5,0.5,49.0,28016.0,Julio Furch,4-4-1-1,Roberto García,Match Report,,15,6,15.6,1.0,0,0,2020,Santos Laguna
17,2019-11-24,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,D,2.0,2.0,Toluca,1.2,0.8,58.0,13829.0,José Abella,4-4-1-1,Fernando Hernández,Match Report,,16,5,19.6,2.0,0,0,2020,Santos Laguna
18,2019-11-28,19:06,Liga MX,Quarter-finals,Thu,Away,L,2.0,5.0,Monterrey,2.2,1.9,58.0,33635.0,Jonathan Orozco,4-4-1-1,Jorge Rojas,Match Report,Leg 1 of 2,19,6,16.1,0.0,0,0,2020,Santos Laguna
19,2019-12-01,19:00,Liga MX,Quarter-finals,Sun,Home,D,1.0,1.0,Monterrey,2.0,1.1,61.0,25692.0,Jonathan Orozco,4-4-1-1,Luis Santander,Match Report,Leg 2 of 2; Monterrey won,22,3,18.7,0.0,0,0,2020,Santos Laguna
20,2020-01-10,19:10,Liga MX,Clausura 2020 Regular Season,Fri,Away,L,1.0,2.0,Tijuana,0.9,1.0,57.0,27033.0,Jonathan Orozco,4-4-1-1,Óscar Macias,Match Report,,15,5,22.2,1.0,0,0,2020,Santos Laguna
21,2020-01-19,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,3.0,2.0,León,2.9,2.1,48.0,20169.0,Jonathan Orozco,4-4-1-1,Fernando Guerrero,Match Report,,10,2,22.7,2.0,2,2,2020,Santos Laguna
22,2020-01-25,17:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,0.0,3.0,Cruz Azul,0.6,2.3,51.0,13586.0,Jonathan Orozco,4-4-1-1,Luis Santander,Match Report,,13,2,22.2,2.0,0,0,2020,Santos Laguna
23,2020-02-01,21:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,D,1.0,1.0,UNAM,3.1,0.3,51.0,20459.0,Jonathan Orozco,4-4-1-1,Oscar Mejia,Match Report,,12,3,17.9,1.0,1,1,2020,Santos Laguna
24,2020-02-07,21:00,Liga MX,Clausura 2020 Regular Season,Fri,Away,D,2.0,2.0,Puebla,1.3,2.3,49.0,17580.0,Jonathan Orozco,4-4-1-1,Marco Antonio Nava,Match Report,,16,6,20.9,1.0,0,0,2020,Santos Laguna
25,2020-02-16,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,2.0,1.0,UANL,2.0,1.7,44.0,23474.0,Jonathan Orozco,4-4-1-1,Jorge Pérez,Match Report,,17,7,20.4,2.0,0,0,2020,Santos Laguna
26,2020-02-23,18:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,W,2.0,1.0,FC Juárez,1.2,1.7,44.0,19703.0,Jonathan Orozco,4-4-2,Alejandro Funk,Match Report,,9,3,26.9,2.0,1,1,2020,Santos Laguna
27,2020-03-01,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,1.0,0.0,Atlas,1.8,0.6,54.0,21135.0,Jonathan Orozco,4-4-1-1,Óscar Macias,Match Report,,13,6,19.0,1.0,0,1,2020,Santos Laguna
28,2020-03-07,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,0.0,1.0,Pachuca,1.0,1.4,53.0,21349.0,Jonathan Orozco,4-4-1-1,Erick Yair Miranda,Match Report,,13,6,21.5,1.0,0,0,2020,Santos Laguna
29,2020-03-15,18:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,2.0,1.0,Necaxa,1.9,1.4,51.0,,Jonathan Orozco,4-4-1-1,Jorge Rojas,Match Report,,11,5,18.6,2.0,0,0,2020,Santos Laguna
0,2019-07-20,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,3.0,1.0,Pachuca,1.8,2.8,51.0,21240.0,Luis Montes,4-2-3-1,Adonai Escobedo,Match Report,,12,4,18.8,0.0,1,1,2020,Leon
1,2019-07-27,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,0.0,0.0,América,2.2,0.3,50.0,26632.0,Luis Montes,4-4-1-1,Roberto García,Match Report,,11,2,16.1,1.0,0,0,2020,Leon
2,2019-08-03,21:06,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,2.0,3.0,Monterrey,1.0,2.9,42.0,37058.0,Luis Montes,4-2-3-1,Diego Montaño,Match Report,,4,3,13.2,0.0,0,0,2020,Leon
3,2019-08-17,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4.0,3.0,Guadalajara,3.8,1.8,59.0,26561.0,Luis Montes,4-2-3-1,Jorge Rojas,Match Report,,14,6,18.0,0.0,2,2,2020,Leon
4,2019-08-24,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,4.0,0.0,Querétaro,2.1,2.0,58.0,26374.0,Luis Montes,4-4-2,Adonai Escobedo,Match Report,,12,8,20.5,0.0,0,0,2020,Leon
5,2019-08-28,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,D,2.0,2.0,Santos,1.1,2.4,66.0,21434.0,Luis Montes,4-2-3-1,Luis Santander,Match Report,,15,9,16.2,0.0,0,0,2020,Leon
6,2019-08-31,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1.0,1.0,UANL,0.7,2.6,48.0,41498.0,Luis Montes,4-1-4-1,César Arturo Ramos,Match Report,,9,6,19.6,0.0,0,0,2020,Leon
7,2019-09-14,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3.0,1.0,FC Juárez,2.7,0.2,74.0,26316.0,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,16,9,21.4,1.0,1,1,2020,Leon
8,2019-09-21,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,4.0,2.0,Necaxa,2.5,1.2,54.0,17757.0,Luis Montes,4-4-2,Alfredo Peñaloza,Match Report,,16,4,18.2,1.0,0,0,2020,Leon
9,2019-09-24,21:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,D,1.0,1.0,Atlas,1.8,0.6,57.0,25787.0,Luis Montes,4-4-2,Luis Santander,Match Report,,16,7,19.0,1.0,0,0,2020,Leon
10,2019-09-27,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,1.0,2.0,Puebla,0.4,1.8,72.0,15877.0,Luis Montes,4-4-2,Jorge Pérez,Match Report,,9,3,23.3,0.0,0,0,2020,Leon
11,2019-10-05,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1.0,1.0,Veracruz,1.4,1.4,75.0,21946.0,Luis Montes,4-4-2,Oscar Mejia,Match Report,,20,6,18.6,2.0,0,0,2020,Leon
12,2019-10-20,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,2.0,1.0,UNAM,2.0,1.3,58.0,20040.0,Fernando Navarro Morán,4-2-3-1,Roberto García,Match Report,,15,6,19.1,0.0,0,0,2020,Leon
13,2019-10-26,20:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3.0,2.0,Atlético,1.1,0.6,52.0,23278.0,Fernando Navarro Morán,4-4-2,Jorge Rojas,Match Report,,14,6,18.8,0.0,0,0,2020,Leon
14,2019-10-31,21:00,Liga MX,Apertura 2019 Regular Season,Thu,Away,L,0.0,1.0,Cruz Azul,1.1,1.2,57.0,8938.0,Fernando Navarro Morán,4-1-4-1,César Arturo Ramos,Match Report,,14,4,18.8,1.0,0,0,2020,Leon
15,2019-11-03,20:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,D,1.0,1.0,Morelia,0.5,1.5,51.0,18782.0,Fernando Navarro Morán,4-4-2,Fernando Hernández,Match Report,,9,2,20.7,0.0,0,0,2020,Leon
16,2019-11-09,21:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4.0,0.0,Toluca,2.2,0.5,74.0,20324.0,Fernando Navarro Morán,4-2-3-1,Marco Antonio Nava,Match Report,,15,9,16.9,1.0,1,1,2020,Leon
17,2019-11-22,19:10,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,2.0,1.0,Tijuana,1.3,2.2,57.0,26933.0,Fernando Navarro Morán,4-2-3-1,Roberto García,Match Report,,6,3,18.2,0.0,1,1,2020,Leon
18,2019-11-27,19:00,Liga MX,Quarter-finals,Wed,Away,D,3.0,3.0,Morelia,1.6,0.9,47.0,16875.0,Fernando Navarro Morán,4-2-3-1,Alfredo Peñaloza,Match Report,Leg 1 of 2,12,3,27.5,3.0,1,1,2020,Leon
19,2019-11-30,19:00,Liga MX,Quarter-finals,Sat,Home,L,1.0,2.0,Morelia,2.0,0.9,54.0,22872.0,Luis Montes,4-2-3-1,Marco Antonio Nava,Match Report,Leg 2 of 2; Morelia won,18,6,18.8,1.0,0,0,2020,Leon
20,2020-01-11,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3.0,1.0,Querétaro,2.3,0.8,60.0,18529.0,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,6,3,22.2,0.0,2,2,2020,Leon
21,2020-01-19,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Away,L,2.0,3.0,Santos,2.1,2.9,52.0,20169.0,Luis Montes,4-2-3-1,Fernando Guerrero,Match Report,,9,2,16.6,1.0,1,1,2020,Leon
22,2020-01-25,21:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3.0,0.0,Pachuca,1.9,0.9,52.0,17968.0,Luis Montes,4-2-3-1,Jorge Rojas,Match Report,,14,8,21.2,1.0,1,1,2020,Leon
23,2020-02-01,17:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,W,2.0,1.0,Morelia,2.0,2.4,40.0,20522.0,Luis Montes,4-2-3-1,Marco Antonio Nava,Match Report,,9,5,21.2,2.0,0,0,2020,Leon
24,2020-02-08,21:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3.0,1.0,Monterrey,1.4,2.0,68.0,19444.0,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,15,6,20.9,1.0,0,0,2020,Leon
25,2020-02-14,19:00,Liga MX,Clausura 2020 Regular Season,Fri,Away,L,1.0,3.0,Atlético,0.8,3.0,63.0,15471.0,Fernando Navarro Morán,4-2-3-1,César Arturo Ramos,Match Report,,7,3,18.4,0.0,0,0,2020,Leon
26,2020-02-22,17:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,2.0,1.0,Necaxa,0.7,1.1,53.0,17764.0,Rodolfo Cota,4-2-3-1,Óscar Macias,Match Report,,5,3,17.3,0.0,0,0,2020,Leon
27,2020-03-01,17:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,L,0.0,2.0,Guadalajara,0.4,0.9,53.0,35677.0,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,8,2,20.2,0.0,0,0,2020,Leon
28,2020-03-08,19:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,W,4.0,1.0,FC Juárez,4.4,0.6,64.0,18722.0,Luis Montes,4-4-2,Oscar Mejia,Match Report,,19,5,17.8,1.0,1,1,2020,Leon
29,2020-03-14,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3.0,1.0,UNAM,3.3,0.3,53.0,,Luis Montes,4-4-2,César Arturo Ramos,Match Report,,13,5,17.1,0.0,0,1,2020,Leon
