,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
13,2018-02-04,17:00,Primera Div,Matchweek 14,Sun,Home,W,4,2,Newell's OB,43.0,,Leandro Desábato,4-4-2,Patricio Loustau,Match Report,,17,9,,1,1,2018,Estudiantes
14,2018-02-10,17:00,Primera Div,Matchweek 15,Sat,Away,D,0,0,Gimnasia ELP,40.0,,Leandro Desábato,4-1-2-1-2◆,Diego Abal,Match Report,,10,2,,0,0,2018,Estudiantes
15,2018-02-16,19:00,Primera Div,Matchweek 16,Fri,Home,W,2,0,CA Unión,54.0,,Mariano Andújar,4-3-3,Andrés Merlos,Match Report,,10,5,,0,0,2018,Estudiantes
16,2018-02-23,19:00,Primera Div,Matchweek 17,Fri,Away,L,0,1,CA Huracán,59.0,,Leandro Desábato,3-1-4-2,Juan Pompei,Match Report,,4,1,,0,0,2018,Estudiantes
17,2018-03-05,19:00,Primera Div,Matchweek 18,Mon,Home,W,1,0,Club Olimpo,59.0,,Leandro Desábato,4-4-2,Fernando Espinoza,Match Report,,16,5,,0,0,2018,Estudiantes
18,2018-03-11,17:00,Primera Div,Matchweek 19,Sun,Away,D,0,0,Lanús,48.0,,Mariano Andújar,4-2-3-1,Jorge Baliño,Match Report,,9,2,,0,0,2018,Estudiantes
19,2018-03-18,15:30,Primera Div,Matchweek 20,Sun,Home,L,0,1,Godoy Cruz,69.0,,Leandro Desábato,4-3-1-2,Héctor Paletta,Match Report,,16,2,,0,0,2018,Estudiantes
20,2018-03-31,13:15,Primera Div,Matchweek 21,Sat,Away,D,3,3,Vélez Sarsf,40.0,,Jonathan Schunke,4-4-2,Facundo Tello,Match Report,,13,6,,0,0,2018,Estudiantes
21,2018-04-09,21:15,Primera Div,Matchweek 22,Mon,Home,L,0,2,Chacarita,56.0,,Leandro Desábato,4-2-3-1,Néstor Pitana,Match Report,,11,1,,0,0,2018,Estudiantes
22,2018-04-15,13:15,Primera Div,Matchweek 23,Sun,Away,W,1,0,Patronato,51.0,,Leandro Desábato,4-2-2-2,Silvio Trucco,Match Report,,11,3,,0,0,2018,Estudiantes
23,2018-04-20,21:15,Primera Div,Matchweek 24,Fri,Home,L,0,1,Belgrano,53.0,,Mariano Andújar,5-3-2,Patricio Loustau,Match Report,,12,4,,0,0,2018,Estudiantes
24,2018-05-06,20:00,Primera Div,Matchweek 26,Sun,Home,L,1,2,Racing Club,54.0,,Leandro Desábato,5-3-2,Fernando Espinoza,Match Report,,14,4,,0,0,2018,Estudiantes
25,2018-05-11,16:45,Primera Div,Matchweek 25,Fri,Away,L,0,2,River Plate,41.0,,Mariano Andújar,4-4-2,Ariel Penel,Match Report,,14,4,,0,0,2018,Estudiantes
26,2018-05-14,19:00,Primera Div,Matchweek 27,Mon,Away,D,1,1,Rosario Cent,42.0,,Leandro Desábato,4-1-4-1,Jorge Baliño,Match Report,,16,4,,0,0,2018,Estudiantes
0,2017-08-25,21:05,Primera Div,Matchweek 1,Fri,Home,W,2,1,Belgrano,40.0,,Darío Cvitanich,4-1-2-1-2◆,Germán Delfino,Match Report,,13,8,,1,1,2018,Banfield
1,2017-09-10,18:05,Primera Div,Matchweek 2,Sun,Away,L,1,3,River Plate,34.0,,Darío Cvitanich,4-2-2-2,Néstor Pitana,Match Report,,10,1,,0,0,2018,Banfield
2,2017-09-17,16:05,Primera Div,Matchweek 3,Sun,Home,W,1,0,Racing Club,37.0,,Darío Cvitanich,4-2-2-2,Ariel Penel,Match Report,,11,4,,0,0,2018,Banfield
3,2017-09-24,16:05,Primera Div,Matchweek 4,Sun,Away,W,4,0,Rosario Cent,33.0,,Darío Cvitanich,4-4-2,Mauro Vigliano,Match Report,,8,4,,1,1,2018,Banfield
4,2017-10-02,19:05,Primera Div,Matchweek 5,Mon,Home,L,1,2,Arsenal,60.0,,Darío Cvitanich,4-4-2,Jorge Baliño,Match Report,,23,5,,0,0,2018,Banfield
5,2017-10-14,16:15,Primera Div,Matchweek 6,Sat,Away,D,1,1,Estudiantes,41.0,,Darío Cvitanich,4-4-2,Andrés Merlos,Match Report,,7,4,,0,0,2018,Banfield
6,2017-10-27,19:05,Primera Div,Matchweek 7,Fri,Home,D,1,1,Colón,56.0,,Darío Cvitanich,4-2-2-2,Darío Herrera,Match Report,,12,2,,1,1,2018,Banfield
7,2017-11-04,16:15,Primera Div,Matchweek 8,Sat,Away,W,1,0,San Lorenzo,36.0,,Gonzalo Bettini,4-2-2-2,Germán Delfino,Match Report,,5,1,,0,0,2018,Banfield
8,2017-11-18,17:00,Primera Div,Matchweek 9,Sat,Home,D,0,0,Temperley,54.0,,Renato Civelli,4-2-2-2,Hernán Mastrángelo,Match Report,,10,3,,0,0,2018,Banfield
9,2017-11-24,17:00,Primera Div,Matchweek 10,Fri,Home,L,0,1,Defensa y Just,53.0,,Renato Civelli,4-2-2-2,Fernando Espinoza,Match Report,,21,7,,0,0,2018,Banfield
10,2017-12-04,21:30,Primera Div,Matchweek 11,Mon,Away,L,1,2,San Martín SJ,61.0,,Renato Civelli,4-4-2,Silvio Trucco,Match Report,,12,3,,0,0,2018,Banfield
11,2017-12-09,17:00,Primera Div,Matchweek 12,Sat,Home,L,2,3,Argentinos Jun,60.0,,Renato Civelli,4-2-2-2,Andrés Merlos,Match Report,,13,4,,0,0,2018,Banfield
12,2018-01-26,19:00,Primera Div,Matchweek 13,Fri,Away,W,2,1,Tigre,34.0,,Darío Cvitanich,4-2-3-1,Néstor Pitana,Match Report,,8,4,,1,1,2018,Banfield
13,2018-02-03,17:00,Primera Div,Matchweek 14,Sat,Home,D,0,0,Tucumán,37.0,,Facundo Altamirano,4-1-4-1,Germán Delfino,Match Report,,15,4,,0,0,2018,Banfield
14,2018-02-11,17:00,Primera Div,Matchweek 15,Sun,Away,L,0,1,Talleres,31.0,,Facundo Altamirano,4-2-3-1,Darío Herrera,Match Report,,7,1,,0,0,2018,Banfield
15,2018-02-18,21:30,Primera Div,Matchweek 16,Sun,Home,L,0,1,Boca Juniors,34.0,,Gonzalo Bettini,4-1-4-1,Mauro Vigliano,Match Report,,10,3,,0,0,2018,Banfield
16,2018-02-25,17:00,Primera Div,Matchweek 17,Sun,Away,L,0,1,Independiente,41.0,,Darío Cvitanich,4-1-4-1,Facundo Tello,Match Report,,11,2,,0,0,2018,Banfield
17,2018-03-04,17:00,Primera Div,Matchweek 18,Sun,Home,W,1,0,Newell's OB,41.0,,Darío Cvitanich,4-4-2,Ariel Penel,Match Report,,9,2,,0,0,2018,Banfield
18,2018-03-09,19:00,Primera Div,Matchweek 19,Fri,Away,W,2,0,Gimnasia ELP,38.0,,Darío Cvitanich,4-4-2,Pedro Argañaraz,Match Report,,10,5,,0,0,2018,Banfield
19,2018-03-19,19:00,Primera Div,Matchweek 20,Mon,Home,L,0,2,CA Unión,53.0,,Darío Cvitanich,4-4-2,Andrés Merlos,Match Report,,6,3,,0,0,2018,Banfield
20,2018-03-30,19:00,Primera Div,Matchweek 21,Fri,Away,D,1,1,CA Huracán,44.0,,Darío Cvitanich,4-1-4-1,Silvio Trucco,Match Report,,6,3,,1,1,2018,Banfield
21,2018-04-07,17:45,Primera Div,Matchweek 22,Sat,Home,W,3,0,Club Olimpo,52.0,,Jesús Dátolo,4-3-3,Fernando Espinoza,Match Report,,17,5,,0,0,2018,Banfield
22,2018-04-14,15:30,Primera Div,Matchweek 23,Sat,Away,D,0,0,Lanús,44.0,,Darío Cvitanich,4-1-4-1,Germán Delfino,Match Report,,5,1,,0,0,2018,Banfield
23,2018-04-21,17:45,Primera Div,Matchweek 24,Sat,Home,D,1,1,Godoy Cruz,50.0,,Darío Cvitanich,4-1-4-1,Federico Beligoy,Match Report,,12,5,,0,0,2018,Banfield
24,2018-04-28,13:15,Primera Div,Matchweek 25,Sat,Away,L,0,1,Vélez Sarsf,38.0,,Darío Cvitanich,4-1-4-1,Andrés Merlos,Match Report,,7,1,,0,0,2018,Banfield
25,2018-05-07,19:00,Primera Div,Matchweek 26,Mon,Home,W,2,1,Chacarita,48.0,,Darío Cvitanich,4-4-2,Darío Herrera,Match Report,,16,2,,0,0,2018,Banfield
26,2018-05-12,13:15,Primera Div,Matchweek 27,Sat,Away,D,0,0,Patronato,50.0,,Darío Cvitanich,4-4-2,Pablo Echavarría,Match Report,,18,4,,0,0,2018,Banfield
0,2017-08-27,11:05,Primera Div,Matchweek 1,Sun,Home,W,2,0,Patronato,53.0,,Luis Ardente,4-4-1-1,Diego Abal,Match Report,,14,6,,0,0,2018,San Martin SJ
1,2017-09-09,14:05,Primera Div,Matchweek 2,Sat,Away,L,0,1,Belgrano,45.0,,Luis Ardente,4-2-3-1,Andrés Merlos,Match Report,,10,3,,0,0,2018,San Martin SJ
2,2017-09-17,20:05,Primera Div,Matchweek 3,Sun,Home,L,1,3,River Plate,50.0,,Luis Ardente,4-3-3,Fernando Echenique,Match Report,,13,3,,0,0,2018,San Martin SJ
3,2017-09-24,20:05,Primera Div,Matchweek 4,Sun,Away,D,0,0,Racing Club,34.0,,Luis Ardente,4-2-3-1,Néstor Pitana,Match Report,,5,1,,0,0,2018,San Martin SJ
4,2017-10-01,14:05,Primera Div,Matchweek 5,Sun,Home,W,3,1,Rosario Cent,62.0,,Luis Ardente,4-2-3-1,Juan Pompei,Match Report,,11,5,,1,1,2018,San Martin SJ
5,2017-10-16,21:05,Primera Div,Matchweek 6,Mon,Away,W,1,0,Arsenal,54.0,4000.0,Luis Ardente,4-2-3-1,Diego Abal,Match Report,,12,4,,0,0,2018,San Martin SJ
6,2017-10-28,16:10,Primera Div,Matchweek 7,Sat,Home,W,1,0,Estudiantes,41.0,,Luis Ardente,4-2-3-1,Nicolás Lamolina,Match Report,,4,1,,1,1,2018,San Martin SJ
7,2017-11-04,14:05,Primera Div,Matchweek 8,Sat,Away,D,3,3,Colón,52.0,,Luis Ardente,4-2-3-1,Juan Pompei,Match Report,,8,5,,1,1,2018,San Martin SJ
8,2017-11-18,19:15,Primera Div,Matchweek 9,Sat,Home,L,1,3,San Lorenzo,57.0,,Luis Ardente,4-2-3-1,Fernando Rapallini,Match Report,,7,1,,0,0,2018,San Martin SJ
9,2017-11-27,21:30,Primera Div,Matchweek 10,Mon,Away,L,0,1,Temperley,64.0,7500.0,Luis Ardente,4-2-3-1,Diego Abal,Match Report,,5,0,,0,0,2018,San Martin SJ
10,2017-12-04,21:30,Primera Div,Matchweek 11,Mon,Home,W,2,1,Banfield,39.0,,Luis Ardente,4-2-3-1,Silvio Trucco,Match Report,,5,2,,0,0,2018,San Martin SJ
11,2017-12-11,19:15,Primera Div,Matchweek 12,Mon,Home,W,1,0,Defensa y Just,44.0,,Luis Ardente,4-2-3-1,Facundo Tello,Match Report,,5,3,,0,0,2018,San Martin SJ
12,2018-01-28,17:00,Primera Div,Matchweek 13,Sun,Away,L,0,2,Argentinos Jun,30.0,,Luis Ardente,4-2-3-1,Fernando Espinoza,Match Report,,6,1,,0,0,2018,San Martin SJ
13,2018-02-05,21:15,Primera Div,Matchweek 14,Mon,Home,D,0,0,Tigre,53.0,,Luis Ardente,4-2-3-1,Federico Beligoy,Match Report,,19,6,,0,0,2018,San Martin SJ
14,2018-02-12,19:00,Primera Div,Matchweek 15,Mon,Away,L,1,2,Tucumán,57.0,,Luis Ardente,4-2-3-1,Andrés Merlos,Match Report,,9,5,,0,0,2018,San Martin SJ
15,2018-02-18,17:00,Primera Div,Matchweek 16,Sun,Home,D,1,1,Talleres,50.0,,Luis Ardente,4-2-3-1,Fernando Rapallini,Match Report,,11,3,,0,0,2018,San Martin SJ
16,2018-02-25,19:15,Primera Div,Matchweek 17,Sun,Away,L,2,4,Boca Juniors,51.0,,Luis Ardente,4-3-3,Diego Abal,Match Report,,7,4,,0,0,2018,San Martin SJ
17,2018-03-05,19:00,Primera Div,Matchweek 18,Mon,Home,L,0,4,Independiente,44.0,,Marcos Gelabert,4-2-3-1,Germán Delfino,Match Report,,9,1,,0,0,2018,San Martin SJ
18,2018-03-12,21:15,Primera Div,Matchweek 19,Mon,Away,L,0,2,Newell's OB,59.0,,Luis Ardente,4-2-3-1,Pablo Dóvalo,Match Report,,15,0,,0,0,2018,San Martin SJ
19,2018-03-17,15:30,Primera Div,Matchweek 20,Sat,Home,W,3,0,Gimnasia ELP,41.0,,Luis Ardente,4-4-2,Jorge Baliño,Match Report,,10,3,,1,1,2018,San Martin SJ
20,2018-03-31,17:45,Primera Div,Matchweek 21,Sat,Away,D,1,1,CA Unión,51.0,,Luis Ardente,4-3-3,Mauro Vigliano,Match Report,,6,2,,0,0,2018,San Martin SJ
21,2018-04-08,13:15,Primera Div,Matchweek 22,Sun,Home,L,0,1,CA Huracán,75.0,,Luis Ardente,4-3-3,Darío Herrera,Match Report,,18,7,,0,0,2018,San Martin SJ
22,2018-04-14,13:15,Primera Div,Matchweek 23,Sat,Away,W,2,0,Club Olimpo,42.0,,Luis Ardente,4-2-3-1,Pablo Echavarría,Match Report,,15,10,,2,2,2018,San Martin SJ
23,2018-04-21,13:15,Primera Div,Matchweek 24,Sat,Home,D,1,1,Lanús,44.0,,Luis Ardente,4-3-1-2,Fernando Rapallini,Match Report,,6,3,,0,1,2018,San Martin SJ
24,2018-04-27,21:15,Primera Div,Matchweek 25,Fri,Away,L,0,2,Godoy Cruz,58.0,,Luis Ardente,4-1-4-1,Germán Delfino,Match Report,,6,1,,0,0,2018,San Martin SJ
25,2018-05-04,19:00,Primera Div,Matchweek 26,Fri,Home,L,0,2,Vélez Sarsf,46.0,,Luis Ardente,4-1-4-1,Jorge Baliño,Match Report,,10,3,,0,0,2018,San Martin SJ
26,2018-05-11,19:00,Primera Div,Matchweek 27,Fri,Away,W,4,1,Chacarita,42.0,,Luis Ardente,5-3-2,Federico Beligoy,Match Report,,17,6,,1,1,2018,San Martin SJ
0,2017-08-27,11:05,Primera Div,Matchweek 1,Sun,Away,L,0,2,San Martín SJ,47.0,,Sebastián Bértoli,4-4-2,Diego Abal,Match Report,,9,2,,0,0,2018,Patronato
1,2017-09-09,18:05,Primera Div,Matchweek 2,Sat,Home,W,2,1,Argentinos Jun,30.0,,Sebastián Bértoli,4-4-2,Juan Pompei,Match Report,,10,4,,0,0,2018,Patronato
2,2017-09-15,19:05,Primera Div,Matchweek 3,Fri,Away,W,3,1,Tigre,44.0,,Sebastián Bértoli,4-4-2,Jorge Baliño,Match Report,,12,7,,0,0,2018,Patronato
3,2017-09-22,21:05,Primera Div,Matchweek 4,Fri,Home,W,2,1,Tucumán,35.0,,Sebastián Bértoli,4-4-2,Silvio Trucco,Match Report,,12,5,,0,0,2018,Patronato
4,2017-10-01,11:05,Primera Div,Matchweek 5,Sun,Away,L,0,1,Talleres,37.0,,Sebastián Bértoli,4-4-2,Fernando Rapallini,Match Report,,8,2,,0,0,2018,Patronato
5,2017-10-15,20:05,Primera Div,Matchweek 6,Sun,Home,L,0,2,Boca Juniors,37.0,,Sebastián Bértoli,4-4-2,Facundo Tello,Match Report,,10,3,,0,0,2018,Patronato
6,2017-10-29,20:05,Primera Div,Matchweek 7,Sun,Away,D,1,1,Independiente,24.0,,Sebastián Bértoli,4-2-3-1,Juan Pompei,Match Report,,6,1,,0,0,2018,Patronato
7,2017-11-06,19:05,Primera Div,Matchweek 8,Mon,Home,D,0,0,Newell's OB,56.0,,Sebastián Bértoli,4-4-2,Nicolás Lamolina,Match Report,,10,5,,0,0,2018,Patronato
8,2017-11-20,17:00,Primera Div,Matchweek 9,Mon,Away,L,0,2,Gimnasia ELP,34.0,,Sebastián Bértoli,4-4-2,Diego Abal,Match Report,,4,1,,0,0,2018,Patronato
9,2017-11-25,17:00,Primera Div,Matchweek 10,Sat,Home,L,2,3,CA Unión,41.0,,Sebastián Bértoli,4-4-2,Jorge Baliño,Match Report,,14,3,,0,0,2018,Patronato
10,2017-12-01,21:30,Primera Div,Matchweek 11,Fri,Away,D,1,1,CA Huracán,32.0,,Sebastián Bértoli,4-4-2,Nicolás Lamolina,Match Report,,4,3,,0,0,2018,Patronato
11,2017-12-08,19:15,Primera Div,Matchweek 12,Fri,Home,W,1,0,Club Olimpo,57.0,,Sebastián Bértoli,4-4-2,Silvio Trucco,Match Report,,19,6,,0,0,2018,Patronato
12,2018-01-27,19:15,Primera Div,Matchweek 13,Sat,Away,D,1,1,Lanús,36.0,,Sebastián Bértoli,4-4-2,Diego Abal,Match Report,,10,5,,0,0,2018,Patronato
13,2018-02-02,19:00,Primera Div,Matchweek 14,Fri,Home,D,0,0,Godoy Cruz,59.0,,Sebastián Bértoli,4-4-2,Nicolás Lamolina,Match Report,,11,2,,0,0,2018,Patronato
14,2018-02-10,17:00,Primera Div,Matchweek 15,Sat,Away,W,2,0,Vélez Sarsf,35.0,,Sebastián Bértoli,4-4-2,Fernando Espinoza,Match Report,,8,3,,0,0,2018,Patronato
15,2018-02-19,19:00,Primera Div,Matchweek 16,Mon,Home,W,3,0,Chacarita,44.0,,Sebastián Bértoli,4-4-2,Facundo Tello,Match Report,,7,4,,0,0,2018,Patronato
16,2018-02-24,17:00,Primera Div,Matchweek 17,Sat,Away,L,0,1,Defensa y Just,40.0,,Sebastián Bértoli,4-4-2,Darío Herrera,Match Report,,6,2,,0,0,2018,Patronato
17,2018-03-02,19:00,Primera Div,Matchweek 18,Fri,Away,D,2,2,Belgrano,52.0,,Sebastián Bértoli,4-4-2,Néstor Pitana,Match Report,,10,4,,0,0,2018,Patronato
18,2018-03-10,21:30,Primera Div,Matchweek 19,Sat,Home,L,0,1,River Plate,41.0,,Sebastián Bértoli,4-4-2,Andrés Merlos,Match Report,,16,2,,0,0,2018,Patronato
19,2018-03-18,11:00,Primera Div,Matchweek 20,Sun,Away,L,0,5,Racing Club,32.0,,Sebastián Bértoli,4-1-4-1,Ariel Penel,Match Report,,7,1,,0,0,2018,Patronato
20,2018-04-01,15:30,Primera Div,Matchweek 21,Sun,Home,W,3,0,Rosario Cent,42.0,,Sebastián Bértoli,4-4-2,Jorge Baliño,Match Report,,12,6,,0,0,2018,Patronato
21,2018-04-09,19:00,Primera Div,Matchweek 22,Mon,Away,D,1,1,Arsenal,49.0,,Sebastián Bértoli,4-4-2,Bruno Bocca,Match Report,,11,3,,0,0,2018,Patronato
22,2018-04-15,13:15,Primera Div,Matchweek 23,Sun,Home,L,0,1,Estudiantes,49.0,,Sebastián Bértoli,4-4-2,Silvio Trucco,Match Report,,12,0,,0,0,2018,Patronato
23,2018-04-23,19:00,Primera Div,Matchweek 24,Mon,Away,L,0,4,Colón,52.0,,Sebastián Bértoli,4-4-2,Pedro Argañaraz,Match Report,,9,2,,0,0,2018,Patronato
24,2018-04-29,13:15,Primera Div,Matchweek 25,Sun,Home,D,0,0,San Lorenzo,46.0,,Sebastián Bértoli,4-4-2,Darío Herrera,Match Report,,9,1,,0,0,2018,Patronato
25,2018-05-06,11:00,Primera Div,Matchweek 26,Sun,Away,W,2,1,Temperley,46.0,,Sebastián Bértoli,4-4-2,Facundo Tello,Match Report,,12,4,,1,1,2018,Patronato
26,2018-05-12,13:15,Primera Div,Matchweek 27,Sat,Home,D,0,0,Banfield,50.0,,Sebastián Bértoli,4-4-2,Pablo Echavarría,Match Report,,12,4,,0,0,2018,Patronato
0,2017-08-26,16:15,Primera Div,Matchweek 1,Sat,Away,D,1,1,Colón,49.0,,Marco Ruben,4-4-2,Juan Pompei,Match Report,,18,5,,0,0,2018,Rosario Cent
1,2017-09-10,16:05,Primera Div,Matchweek 2,Sun,Home,D,0,0,San Lorenzo,70.0,,Marco Ruben,4-1-2-1-2◆,Patricio Loustau,Match Report,,11,2,,0,0,2018,Rosario Cent
2,2017-09-18,21:05,Primera Div,Matchweek 3,Mon,Away,D,1,1,Temperley,48.0,,Marco Ruben,4-3-1-2,Diego Abal,Match Report,,14,4,,0,0,2018,Rosario Cent
3,2017-09-24,16:05,Primera Div,Matchweek 4,Sun,Home,L,0,4,Banfield,67.0,,Paulo Ferrari,4-1-3-2,Mauro Vigliano,Match Report,,14,4,,0,0,2018,Rosario Cent
4,2017-10-01,14:05,Primera Div,Matchweek 5,Sun,Away,L,1,3,San Martín SJ,38.0,,Paulo Ferrari,4-1-2-1-2◆,Juan Pompei,Match Report,,12,4,,0,0,2018,Rosario Cent
5,2017-10-14,14:05,Primera Div,Matchweek 6,Sat,Home,L,1,3,Argentinos Jun,65.0,,Marco Ruben,4-1-3-2,Pablo Echavarría,Match Report,,13,5,,0,0,2018,Rosario Cent
6,2017-10-30,21:05,Primera Div,Matchweek 7,Mon,Away,D,1,1,Tigre,63.0,,Paulo Ferrari,4-1-2-1-2◆,Néstor Pitana,Match Report,,20,5,,0,0,2018,Rosario Cent
7,2017-11-04,18:05,Primera Div,Matchweek 8,Sat,Home,L,0,1,Tucumán,62.0,,Gustavo Colman,4-2-3-1,Andrés Merlos,Match Report,,10,3,,0,0,2018,Rosario Cent
8,2017-11-19,21:30,Primera Div,Matchweek 9,Sun,Away,W,1,0,Talleres,28.0,,Paulo Ferrari,4-1-2-1-2◆,Jorge Baliño,Match Report,,6,2,,0,0,2018,Rosario Cent
9,2017-11-26,21:30,Primera Div,Matchweek 10,Sun,Home,W,1,0,Boca Juniors,39.0,,Marco Ruben,4-4-2,Patricio Loustau,Match Report,,16,4,,0,0,2018,Rosario Cent
10,2017-12-10,17:00,Primera Div,Matchweek 12,Sun,Home,W,1,0,Newell's OB,49.0,,Marco Ruben,4-4-2,Néstor Pitana,Match Report,,10,3,,0,0,2018,Rosario Cent
11,2018-01-24,21:10,Primera Div,Matchweek 11,Wed,Away,D,1,1,Independiente,38.0,,Paulo Ferrari,4-4-2,Ariel Penel,Match Report,,10,4,,0,0,2018,Rosario Cent
12,2018-01-29,19:00,Primera Div,Matchweek 13,Mon,Away,L,1,2,Gimnasia ELP,60.0,,Paulo Ferrari,4-4-2,Hernán Mastrángelo,Match Report,,8,1,,0,0,2018,Rosario Cent
13,2018-02-03,17:00,Primera Div,Matchweek 14,Sat,Home,W,1,0,CA Unión,36.0,,Paulo Ferrari,4-2-2-2,Facundo Tello,Match Report,,4,3,,0,0,2018,Rosario Cent
14,2018-02-12,21:15,Primera Div,Matchweek 15,Mon,Away,W,3,2,CA Huracán,43.0,,Paulo Ferrari,4-4-2,Patricio Loustau,Match Report,,10,5,,0,0,2018,Rosario Cent
15,2018-02-17,21:30,Primera Div,Matchweek 16,Sat,Home,W,5,0,Club Olimpo,61.0,,Paulo Ferrari,4-2-3-1,Pedro Argañaraz,Match Report,,16,8,,0,0,2018,Rosario Cent
16,2018-02-24,17:00,Primera Div,Matchweek 17,Sat,Away,D,1,1,Lanús,41.0,,Paulo Ferrari,4-4-2,Fernando Rapallini,Match Report,,16,5,,0,0,2018,Rosario Cent
17,2018-03-03,19:15,Primera Div,Matchweek 18,Sat,Home,L,1,2,Godoy Cruz,55.0,,Marco Ruben,4-4-2,Fernando Echenique,Match Report,,12,2,,0,0,2018,Rosario Cent
18,2018-03-11,19:15,Primera Div,Matchweek 19,Sun,Away,D,2,2,Vélez Sarsf,35.0,,Paulo Ferrari,4-5-1,Federico Beligoy,Match Report,,8,4,,0,0,2018,Rosario Cent
19,2018-03-16,19:00,Primera Div,Matchweek 20,Fri,Home,W,3,1,Chacarita,56.0,,Paulo Ferrari,4-1-3-2,Juan Pompei,Match Report,,11,5,,0,0,2018,Rosario Cent
20,2018-04-01,15:30,Primera Div,Matchweek 21,Sun,Away,L,0,3,Patronato,58.0,,Paulo Ferrari,4-1-3-2,Jorge Baliño,Match Report,,14,3,,0,0,2018,Rosario Cent
21,2018-04-07,13:15,Primera Div,Matchweek 22,Sat,Home,W,2,1,Belgrano,52.0,,Federico Carrizo,4-2-3-1,Hernán Mastrángelo,Match Report,,14,5,,0,0,2018,Rosario Cent
22,2018-04-15,17:45,Primera Div,Matchweek 23,Sun,Away,L,0,2,River Plate,38.0,,Paulo Ferrari,4-2-3-1,Fernando Rapallini,Match Report,,8,2,,0,0,2018,Rosario Cent
23,2018-04-22,13:15,Primera Div,Matchweek 24,Sun,Home,L,0,2,Racing Club,46.0,,Marco Ruben,4-4-2,Nicolás Lamolina,Match Report,,7,1,,0,0,2018,Rosario Cent
24,2018-04-28,13:15,Primera Div,Matchweek 25,Sat,Away,L,1,3,Defensa y Just,66.0,,Paulo Ferrari,4-1-4-1,Ariel Penel,Match Report,,10,6,,0,0,2018,Rosario Cent
25,2018-05-05,13:15,Primera Div,Matchweek 26,Sat,Away,L,0,4,Arsenal,56.0,,Paulo Ferrari,4-4-2,Pedro Argañaraz,Match Report,,16,5,,0,0,2018,Rosario Cent
26,2018-05-14,19:00,Primera Div,Matchweek 27,Mon,Home,D,1,1,Estudiantes,59.0,,Marco Ruben,4-4-2,Jorge Baliño,Match Report,,15,4,,0,0,2018,Rosario Cent
0,2017-08-26,18:05,Primera Div,Matchweek 1,Sat,Away,L,2,5,Talleres,59.0,,Maximiliano Velázquez,4-3-3,Mauro Vigliano,Match Report,,7,2,,0,0,2018,Lanus
1,2017-09-10,20:05,Primera Div,Matchweek 2,Sun,Home,L,0,1,Boca Juniors,42.0,,Germán Denis,4-3-3,Fernando Echenique,Match Report,,9,2,,0,0,2018,Lanus
2,2017-09-16,20:05,Primera Div,Matchweek 3,Sat,Away,W,1,0,Independiente,45.0,,Maximiliano Velázquez,4-3-3,Fernando Espinoza,Match Report,,5,3,,1,1,2018,Lanus
3,2017-09-25,19:05,Primera Div,Matchweek 4,Mon,Home,W,1,0,Newell's OB,63.0,,Iván Marcone,4-3-3,Fernando Rapallini,Match Report,,10,2,,0,0,2018,Lanus
4,2017-09-30,18:05,Primera Div,Matchweek 5,Sat,Away,W,3,1,Gimnasia ELP,49.0,,Maximiliano Velázquez,3-1-4-2,Patricio Loustau,Match Report,,8,5,,2,2,2018,Lanus
5,2017-10-13,19:05,Primera Div,Matchweek 6,Fri,Home,W,2,1,CA Unión,64.0,,Maximiliano Velázquez,4-3-3,Juan Pompei,Match Report,,9,4,,0,0,2018,Lanus
6,2017-10-28,14:00,Primera Div,Matchweek 7,Sat,Away,L,0,4,CA Huracán,73.0,,Fernando Monetti,4-3-3,Jorge Baliño,Match Report,,10,1,,0,1,2018,Lanus
7,2017-11-04,14:05,Primera Div,Matchweek 8,Sat,Home,L,0,2,Club Olimpo,74.0,,Maximiliano Velázquez,4-3-3,Silvio Trucco,Match Report,,11,2,,0,0,2018,Lanus
8,2017-11-18,17:00,Primera Div,Matchweek 9,Sat,Away,L,0,3,Defensa y Just,45.0,,Fernando Monetti,4-3-3,Juan Pompei,Match Report,,6,2,,0,0,2018,Lanus
9,2017-12-04,17:00,Primera Div,Matchweek 11,Mon,Home,D,0,0,Vélez Sarsf,56.0,,Maximiliano Velázquez,4-3-3,Jorge Baliño,Match Report,,6,2,,0,0,2018,Lanus
10,2017-12-11,21:30,Primera Div,Matchweek 12,Mon,Away,L,0,3,Chacarita,58.0,,Maximiliano Velázquez,4-3-3,Nicolás Lamolina,Match Report,,8,7,,0,0,2018,Lanus
11,2018-01-27,19:15,Primera Div,Matchweek 13,Sat,Home,D,1,1,Patronato,64.0,,Iván Marcone,4-3-3,Diego Abal,Match Report,,4,3,,0,0,2018,Lanus
12,2018-02-02,21:15,Primera Div,Matchweek 14,Fri,Away,D,0,0,Belgrano,56.0,,Iván Marcone,4-3-3,Ariel Penel,Match Report,,8,1,,0,0,2018,Lanus
13,2018-02-07,21:30,Primera Div,Matchweek 10,Wed,Away,L,1,4,Godoy Cruz,59.0,,Lautaro Acosta,4-3-3,Darío Herrera,Match Report,,10,2,,0,0,2018,Lanus
