,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
12,2015-11-07,18:00,Serie A,Matchweek 12,Sat,Away,W,2,0,Hellas Verona,44.0,18007,Daniele Gastaldello,4-3-3,Daniele Orsato,Match Report,,10.0,4.0,,0,0,2016,Bologna
13,2015-11-21,18:00,Serie A,Matchweek 13,Sat,Home,D,2,2,Roma,48.0,23304,Daniele Gastaldello,4-3-3,Gianluca Rocchi,Match Report,,9.0,3.0,,1,1,2016,Bologna
14,2015-11-28,18:00,Serie A,Matchweek 14,Sat,Away,L,0,2,Torino,40.0,17508,Daniele Gastaldello,4-3-3,Davide Ghersini,Match Report,,3.0,0.0,,0,0,2016,Bologna
15,2015-12-06,12:30,Serie A,Matchweek 15,Sun,Home,W,3,2,Napoli,32.0,35068,Daniele Gastaldello,4-3-3,Paolo Mazzoleni,Match Report,,11.0,4.0,,0,0,2016,Bologna
16,2015-12-12,15:00,Serie A,Matchweek 16,Sat,Away,W,1,0,Genoa,34.0,19594,Archimede Morleo,4-3-3,Marco Di Bello,Match Report,,10.0,2.0,,0,0,2016,Bologna
17,2015-12-19,20:45,Serie A,Matchweek 17,Sat,Home,L,2,3,Empoli,50.0,19214,Daniele Gastaldello,4-3-3,Maurizio Mariani,Match Report,,13.0,4.0,,0,0,2016,Bologna
18,2016-01-06,15:00,Serie A,Matchweek 18,Wed,Away,W,1,0,Milan,42.0,31381,Daniele Gastaldello,4-3-3,Davide Massa,Match Report,,7.0,3.0,,0,0,2016,Bologna
19,2016-01-10,15:00,Serie A,Matchweek 19,Sun,Home,L,0,1,Chievo,61.0,15818,Daniele Gastaldello,4-3-3,Claudio Gavillucci,Match Report,,16.0,2.0,,0,1,2016,Bologna
20,2016-01-17,15:00,Serie A,Matchweek 20,Sun,Home,D,2,2,Lazio,36.0,16449,Daniele Gastaldello,4-3-3,Marco Di Bello,Match Report,,8.0,3.0,,0,0,2016,Bologna
21,2016-01-24,15:00,Serie A,Matchweek 21,Sun,Away,W,2,0,Sassuolo,44.0,12202,Daniele Gastaldello,4-3-3,Angelo Cervellera,Match Report,,16.0,7.0,,0,0,2016,Bologna
22,2016-01-31,15:00,Serie A,Matchweek 22,Sun,Home,W,3,2,Sampdoria,42.0,30777,Daniele Gastaldello,4-3-3,Michael Fabbri,Match Report,,7.0,5.0,,1,1,2016,Bologna
23,2016-02-03,18:30,Serie A,Matchweek 23,Wed,Away,L,0,1,Frosinone,60.0,6177,Archimede Morleo,4-3-3,Andrea Gervasoni,Match Report,,15.0,3.0,,0,0,2016,Bologna
24,2016-02-06,18:00,Serie A,Matchweek 24,Sat,Home,D,1,1,Fiorentina,47.0,19591,Daniele Gastaldello,4-3-3,Luca Banti,Match Report,,12.0,6.0,,0,0,2016,Bologna
25,2016-02-14,15:00,Serie A,Matchweek 25,Sun,Away,W,1,0,Udinese,47.0,14975,Archimede Morleo,4-3-3,Carmine Russo,Match Report,,11.0,2.0,,0,0,2016,Bologna
26,2016-02-19,20:45,Serie A,Matchweek 26,Fri,Home,D,0,0,Juventus,46.0,29463,Daniele Gastaldello,4-3-3,Massimiliano Irrati,Match Report,,8.0,1.0,,0,0,2016,Bologna
27,2016-02-28,12:30,Serie A,Matchweek 27,Sun,Away,D,0,0,Palermo,53.0,15566,Antonio Mirante,4-3-3,Marco Di Bello,Match Report,,17.0,5.0,,0,0,2016,Bologna
28,2016-03-06,15:00,Serie A,Matchweek 28,Sun,Home,D,0,0,Carpi,62.0,16820,Daniele Gastaldello,4-3-3,Paolo Mazzoleni,Match Report,,17.0,4.0,,0,0,2016,Bologna
29,2016-03-12,20:45,Serie A,Matchweek 29,Sat,Away,L,1,2,Inter,39.0,40267,Daniele Gastaldello,4-3-3,Giampaolo Calvarese,Match Report,,6.0,1.0,,0,0,2016,Bologna
30,2016-03-20,12:30,Serie A,Matchweek 30,Sun,Away,L,0,2,Atalanta,53.0,18258,Daniele Gastaldello,4-3-3,Piero Giacomelli,Match Report,,9.0,2.0,,0,0,2016,Bologna
31,2016-04-04,20:45,Serie A,Matchweek 31,Mon,Home,L,0,1,Hellas Verona,60.0,16606,Luca Rossettini,4-3-3,Davide Ghersini,Match Report,,9.0,1.0,,0,0,2016,Bologna
32,2016-04-11,20:45,Serie A,Matchweek 32,Mon,Away,D,1,1,Roma,32.0,32835,Domenico Maietta,4-5-1,Davide Massa,Match Report,,7.0,2.0,,0,0,2016,Bologna
33,2016-04-16,15:00,Serie A,Matchweek 33,Sat,Home,L,0,1,Torino,52.0,20655,Domenico Maietta,4-3-3,Rosario Abisso,Match Report,,8.0,1.0,,0,0,2016,Bologna
34,2016-04-19,20:45,Serie A,Matchweek 34,Tue,Away,L,0,6,Napoli,39.0,28983,Antonio Mirante,4-5-1,Andrea Gervasoni,Match Report,,5.0,0.0,,0,0,2016,Bologna
35,2016-04-24,15:00,Serie A,Matchweek 35,Sun,Home,W,2,0,Genoa,43.0,17099,Daniele Gastaldello,4-3-3,Antonio Damato,Match Report,,11.0,5.0,,0,0,2016,Bologna
36,2016-05-01,15:00,Serie A,Matchweek 36,Sun,Away,D,0,0,Empoli,45.0,9727,Daniele Gastaldello,4-2-3-1,Daniele Chiffi,Match Report,,16.0,6.0,,0,0,2016,Bologna
37,2016-05-07,20:45,Serie A,Matchweek 37,Sat,Home,L,0,1,Milan,38.0,22544,Daniele Gastaldello,4-2-3-1,Daniele Doveri,Match Report,,8.0,1.0,,0,0,2016,Bologna
38,2016-05-15,18:00,Serie A,Matchweek 38,Sun,Away,D,0,0,Chievo,57.0,8000,Luca Rossettini,4-2-3-1,Riccardo Ros,Match Report,,16.0,4.0,,0,0,2016,Bologna
2,2015-08-23,20:45,Serie A,Matchweek 1,Sun,Home,W,5,2,Carpi,59.0,21835,Roberto Soriano,4-3-1-2,Michael Fabbri,Match Report,,10.0,7.0,,1,1,2016,Sampdoria
3,2015-08-30,20:45,Serie A,Matchweek 2,Sun,Away,D,2,2,Napoli,41.0,25128,Angelo Palombo,4-3-1-2,Andrea Gervasoni,Match Report,,9.0,4.0,,1,1,2016,Sampdoria
4,2015-09-14,20:45,Serie A,Matchweek 3,Mon,Home,W,2,0,Bologna,56.0,20976,Roberto Soriano,4-3-1-2,Angelo Cervellera,Match Report,,12.0,4.0,,0,0,2016,Sampdoria
5,2015-09-20,15:00,Serie A,Matchweek 4,Sun,Away,L,0,2,Torino,50.0,13590,Emiliano Viviano,4-3-1-2,Piero Giacomelli,Match Report,,13.0,5.0,,0,0,2016,Sampdoria
6,2015-09-23,20:45,Serie A,Matchweek 5,Wed,Home,W,2,1,Roma,33.0,21769,Roberto Soriano,4-3-1-2,Luca Banti,Match Report,,6.0,3.0,,0,0,2016,Sampdoria
7,2015-09-28,21:00,Serie A,Matchweek 6,Mon,Away,L,1,2,Atalanta,51.0,15756,Roberto Soriano,4-3-1-2,Paolo Valeri,Match Report,,8.0,4.0,,0,0,2016,Sampdoria
8,2015-10-04,15:00,Serie A,Matchweek 7,Sun,Home,D,1,1,Inter,34.0,24329,Roberto Soriano,4-1-4-1,Gianluca Rocchi,Match Report,,15.0,6.0,,0,0,2016,Sampdoria
9,2015-10-18,15:00,Serie A,Matchweek 8,Sun,Away,L,0,2,Frosinone,62.0,7252,Roberto Soriano,4-3-1-2,Massimiliano Irrati,Match Report,,19.0,2.0,,0,0,2016,Sampdoria
10,2015-10-25,12:30,Serie A,Matchweek 9,Sun,Home,W,4,1,Hellas Verona,45.0,21082,Roberto Soriano,4-3-3,Maurizio Mariani,Match Report,,10.0,6.0,,0,0,2016,Sampdoria
11,2015-10-29,20:45,Serie A,Matchweek 10,Thu,Home,D,1,1,Empoli,47.0,20315,Roberto Soriano,4-3-3,Angelo Cervellera,Match Report,,14.0,3.0,,0,0,2016,Sampdoria
12,2015-11-02,19:00,Serie A,Matchweek 11,Mon,Away,D,1,1,Chievo,51.0,9200,Éder,4-3-3,Claudio Gavillucci,Match Report,,10.0,3.0,,0,0,2016,Sampdoria
13,2015-11-08,20:45,Serie A,Matchweek 12,Sun,Home,L,0,2,Fiorentina,42.0,22457,Roberto Soriano,4-2-3-1,Carmine Russo,Match Report,,3.0,2.0,,0,0,2016,Sampdoria
14,2015-11-22,15:00,Serie A,Matchweek 13,Sun,Away,L,0,1,Udinese,61.0,15713,Roberto Soriano,4-3-3,Marco Di Bello,Match Report,,10.0,0.0,,0,0,2016,Sampdoria
15,2015-11-28,20:45,Serie A,Matchweek 14,Sat,Away,L,1,4,Milan,51.0,32368,Roberto Soriano,4-3-1-2,Daniele Doveri,Match Report,,10.0,2.0,,1,1,2016,Sampdoria
16,2015-12-06,18:00,Serie A,Matchweek 15,Sun,Home,L,1,3,Sassuolo,57.0,20581,Roberto Soriano,3-4-1-2,Maurizio Mariani,Match Report,,8.0,2.0,,0,0,2016,Sampdoria
17,2015-12-14,20:45,Serie A,Matchweek 16,Mon,Away,D,1,1,Lazio,43.0,2338,Roberto Soriano,4-1-4-1,Giampaolo Calvarese,Match Report,,11.0,5.0,,0,0,2016,Sampdoria
19,2015-12-20,18:00,Serie A,Matchweek 17,Sun,Home,W,2,0,Palermo,60.0,20309,Roberto Soriano,4-3-2-1,Michael Fabbri,Match Report,,17.0,7.0,,0,0,2016,Sampdoria
20,2016-01-05,20:45,Serie A,Matchweek 18,Tue,Away,W,3,2,Genoa,39.0,21770,Roberto Soriano,4-3-3,Paolo Valeri,Match Report,,11.0,5.0,,0,0,2016,Sampdoria
21,2016-01-10,20:45,Serie A,Matchweek 19,Sun,Home,L,1,2,Juventus,50.0,25024,Roberto Soriano,4-3-3,Paolo Mazzoleni,Match Report,,9.0,2.0,,0,0,2016,Sampdoria
22,2016-01-17,15:00,Serie A,Matchweek 20,Sun,Away,L,1,2,Carpi,66.0,9669,Roberto Soriano,4-3-3,Maurizio Mariani,Match Report,,12.0,4.0,,0,0,2016,Sampdoria
23,2016-01-24,15:00,Serie A,Matchweek 21,Sun,Home,L,2,4,Napoli,44.0,22635,Éder,4-2-3-1,Daniele Orsato,Match Report,,8.0,4.0,,0,0,2016,Sampdoria
24,2016-01-31,15:00,Serie A,Matchweek 22,Sun,Away,L,2,3,Bologna,58.0,30777,Roberto Soriano,4-2-3-1,Michael Fabbri,Match Report,,14.0,6.0,,0,0,2016,Sampdoria
25,2016-02-03,20:45,Serie A,Matchweek 23,Wed,Home,D,2,2,Torino,46.0,20223,Angelo Palombo,3-4-3,Marco Guida,Match Report,,9.0,4.0,,0,0,2016,Sampdoria
26,2016-02-07,20:45,Serie A,Matchweek 24,Sun,Away,L,1,2,Roma,45.0,28301,Roberto Soriano,3-4-3,Domenico Celi,Match Report,,10.0,4.0,,0,0,2016,Sampdoria
27,2016-02-14,15:00,Serie A,Matchweek 25,Sun,Home,D,0,0,Atalanta,54.0,20341,Roberto Soriano,3-1-4-2,Antonio Damato,Match Report,,10.0,2.0,,0,0,2016,Sampdoria
28,2016-02-20,20:45,Serie A,Matchweek 26,Sat,Away,L,1,3,Inter,56.0,39055,Roberto Soriano,3-4-3,Davide Massa,Match Report,,19.0,3.0,,0,0,2016,Sampdoria
29,2016-02-28,15:00,Serie A,Matchweek 27,Sun,Home,W,2,0,Frosinone,51.0,20622,Roberto Soriano,3-4-3,Daniele Orsato,Match Report,,25.0,6.0,,0,0,2016,Sampdoria
30,2016-03-05,18:00,Serie A,Matchweek 28,Sat,Away,W,3,0,Hellas Verona,54.0,18900,Roberto Soriano,3-1-4-2,Angelo Cervellera,Match Report,,14.0,8.0,,0,0,2016,Sampdoria
31,2016-03-12,18:00,Serie A,Matchweek 29,Sat,Away,D,1,1,Empoli,40.0,15492,Roberto Soriano,3-1-4-2,Michael Fabbri,Match Report,,13.0,5.0,,0,0,2016,Sampdoria
32,2016-03-20,15:00,Serie A,Matchweek 30,Sun,Home,L,0,1,Chievo,65.0,20754,Roberto Soriano,3-4-3,Luca Pairetto,Match Report,,16.0,7.0,,0,0,2016,Sampdoria
33,2016-04-03,15:00,Serie A,Matchweek 31,Sun,Away,D,1,1,Fiorentina,40.0,28803,Lorenzo De Silvestri,3-4-3,Andrea Gervasoni,Match Report,,8.0,4.0,,0,0,2016,Sampdoria
34,2016-04-10,15:00,Serie A,Matchweek 32,Sun,Home,W,2,0,Udinese,51.0,20615,Roberto Soriano,3-5-2,Carmine Russo,Match Report,,15.0,5.0,,0,0,2016,Sampdoria
35,2016-04-17,20:45,Serie A,Matchweek 33,Sun,Home,L,0,1,Milan,44.0,21615,Roberto Soriano,3-4-3,Paolo Valeri,Match Report,,10.0,3.0,,0,0,2016,Sampdoria
36,2016-04-20,18:30,Serie A,Matchweek 34,Wed,Away,D,0,0,Sassuolo,36.0,9392,Roberto Soriano,3-4-3,Maurizio Mariani,Match Report,,4.0,2.0,,0,0,2016,Sampdoria
37,2016-04-24,15:00,Serie A,Matchweek 35,Sun,Home,W,2,1,Lazio,41.0,20560,Lorenzo De Silvestri,3-5-2,Nicola Rizzoli,Match Report,,13.0,7.0,,0,0,2016,Sampdoria
38,2016-05-01,15:00,Serie A,Matchweek 36,Sun,Away,L,0,2,Palermo,64.0,10023,Roberto Soriano,3-5-1-1,Paolo Mazzoleni,Match Report,,8.0,4.0,,0,0,2016,Sampdoria
39,2016-05-08,15:00,Serie A,Matchweek 37,Sun,Home,L,0,3,Genoa,57.0,31375,Angelo Palombo,3-5-2,Luca Banti,Match Report,,12.0,3.0,,0,0,2016,Sampdoria
40,2016-05-14,17:00,Serie A,Matchweek 38,Sat,Away,L,0,5,Juventus,34.0,39272,Matías Silvestre,3-5-1-1,Claudio Gavillucci,Match Report,,7.0,1.0,,0,0,2016,Sampdoria
1,2015-08-23,20:45,Serie A,Matchweek 1,Sun,Home,W,1,0,Genoa,44.0,22608,Stefano Sorrentino,3-5-2,Massimiliano Irrati,Match Report,,19.0,6.0,,0,0,2016,Palermo
2,2015-08-30,20:45,Serie A,Matchweek 2,Sun,Away,W,1,0,Udinese,38.0,13200,Stefano Sorrentino,3-5-2,Antonio Damato,Match Report,,5.0,1.0,,0,0,2016,Palermo
3,2015-09-13,15:00,Serie A,Matchweek 3,Sun,Home,D,2,2,Carpi,66.0,20250,Stefano Sorrentino,3-5-1-1,Claudio Gavillucci,Match Report,,13.0,6.0,,0,0,2016,Palermo
4,2015-09-19,20:45,Serie A,Matchweek 4,Sat,Away,L,2,3,Milan,45.0,33689,Stefano Sorrentino,4-3-1-2,Carmine Russo,Match Report,,13.0,3.0,,0,0,2016,Palermo
5,2015-09-23,20:45,Serie A,Matchweek 5,Wed,Home,L,0,1,Sassuolo,49.0,17730,Franco Vázquez,3-5-1-1,Luca Pairetto,Match Report,,9.0,2.0,,0,0,2016,Palermo
6,2015-09-27,15:00,Serie A,Matchweek 6,Sun,Away,L,1,2,Torino,50.0,17640,Stefano Sorrentino,3-4-1-2,Maurizio Mariani,Match Report,,11.0,3.0,,0,0,2016,Palermo
7,2015-10-04,15:00,Serie A,Matchweek 7,Sun,Home,L,2,4,Roma,39.0,25933,Stefano Sorrentino,4-3-1-2,Antonio Damato,Match Report,,14.0,5.0,,0,0,2016,Palermo
8,2015-10-18,12:30,Serie A,Matchweek 8,Sun,Away,W,1,0,Bologna,45.0,16010,Stefano Sorrentino,3-5-1-1,Michael Fabbri,Match Report,,9.0,4.0,,0,0,2016,Palermo
9,2015-10-24,20:45,Serie A,Matchweek 9,Sat,Home,D,1,1,Inter,44.0,20626,Stefano Sorrentino,3-5-1-1,Daniele Doveri,Match Report,,10.0,2.0,,0,0,2016,Palermo
10,2015-10-28,20:45,Serie A,Matchweek 10,Wed,Away,L,0,2,Napoli,34.0,27580,Stefano Sorrentino,3-5-1-1,Piero Giacomelli,Match Report,,8.0,0.0,,0,0,2016,Palermo
11,2015-11-02,21:00,Serie A,Matchweek 11,Mon,Home,L,0,1,Empoli,49.0,16731,Stefano Sorrentino,3-5-1-1,Marco Di Bello,Match Report,,15.0,4.0,,0,0,2016,Palermo
12,2015-11-08,15:00,Serie A,Matchweek 12,Sun,Home,W,1,0,Chievo,53.0,14176,Stefano Sorrentino,4-3-2-1,Maurizio Mariani,Match Report,,14.0,3.0,,0,0,2016,Palermo
13,2015-11-22,15:00,Serie A,Matchweek 13,Sun,Away,D,1,1,Lazio,37.0,17175,Stefano Sorrentino,4-3-2-1,Domenico Celi,Match Report,,13.0,8.0,,0,0,2016,Palermo
14,2015-11-29,20:45,Serie A,Matchweek 14,Sun,Home,L,0,3,Juventus,41.0,25737,Stefano Sorrentino,4-3-1-2,Paolo Valeri,Match Report,,11.0,0.0,,0,0,2016,Palermo
16,2015-12-06,15:00,Serie A,Matchweek 15,Sun,Away,L,0,3,Atalanta,52.0,14499,Stefano Sorrentino,4-3-1-2,Carmine Russo,Match Report,,17.0,4.0,,0,0,2016,Palermo
17,2015-12-12,18:00,Serie A,Matchweek 16,Sat,Home,W,4,1,Frosinone,51.0,14402,Stefano Sorrentino,4-3-1-2,Daniele Doveri,Match Report,,20.0,6.0,,0,0,2016,Palermo
18,2015-12-20,18:00,Serie A,Matchweek 17,Sun,Away,L,0,2,Sampdoria,40.0,20309,Stefano Sorrentino,4-3-2-1,Michael Fabbri,Match Report,,11.0,5.0,,0,0,2016,Palermo
19,2016-01-06,15:00,Serie A,Matchweek 18,Wed,Home,L,1,3,Fiorentina,40.0,13928,Stefano Sorrentino,4-3-1-2,Antonio Damato,Match Report,,11.0,3.0,,0,0,2016,Palermo
20,2016-01-10,15:00,Serie A,Matchweek 19,Sun,Away,W,1,0,Hellas Verona,40.0,15325,Stefano Sorrentino,3-4-3,Luca Banti,Match Report,,9.0,2.0,,0,0,2016,Palermo
21,2016-01-17,12:30,Serie A,Matchweek 20,Sun,Away,L,0,4,Genoa,42.0,19387,Stefano Sorrentino,3-5-2,Domenico Celi,Match Report,,11.0,3.0,,0,0,2016,Palermo
22,2016-01-24,15:00,Serie A,Matchweek 21,Sun,Home,W,4,1,Udinese,42.0,14334,Stefano Sorrentino,4-3-3,Paolo Tagliavento,Match Report,,16.0,8.0,,0,0,2016,Palermo
23,2016-01-30,15:00,Serie A,Matchweek 22,Sat,Away,D,1,1,Carpi,50.0,6835,Stefano Sorrentino,4-3-3,Nicola Rizzoli,Match Report,,5.0,1.0,,0,0,2016,Palermo
24,2016-02-03,20:45,Serie A,Matchweek 23,Wed,Home,L,0,2,Milan,35.0,17605,Stefano Sorrentino,4-3-3,Paolo Mazzoleni,Match Report,,12.0,2.0,,0,0,2016,Palermo
25,2016-02-07,15:00,Serie A,Matchweek 24,Sun,Away,D,2,2,Sassuolo,36.0,8719,Stefano Sorrentino,4-3-3,Maurizio Mariani,Match Report,,7.0,2.0,,0,0,2016,Palermo
26,2016-02-14,15:00,Serie A,Matchweek 25,Sun,Home,L,1,3,Torino,50.0,13820,Stefano Sorrentino,4-3-3,Angelo Cervellera,Match Report,,18.0,5.0,,0,0,2016,Palermo
27,2016-02-21,20:45,Serie A,Matchweek 26,Sun,Away,L,0,5,Roma,39.0,48744,Franco Vázquez,3-5-1-1,Piero Giacomelli,Match Report,,4.0,1.0,,0,0,2016,Palermo
28,2016-02-28,12:30,Serie A,Matchweek 27,Sun,Home,D,0,0,Bologna,47.0,15566,Franco Vázquez,3-5-2,Marco Di Bello,Match Report,,7.0,4.0,,0,0,2016,Palermo
29,2016-03-06,20:45,Serie A,Matchweek 28,Sun,Away,L,1,3,Inter,37.0,32455,Franco Vázquez,3-5-2,Carmine Russo,Match Report,,9.0,4.0,,0,0,2016,Palermo
30,2016-03-13,20:45,Serie A,Matchweek 29,Sun,Home,L,0,1,Napoli,25.0,14628,Stefano Sorrentino,4-4-2,Gianluca Rocchi,Match Report,,5.0,1.0,,0,0,2016,Palermo
31,2016-03-19,18:00,Serie A,Matchweek 30,Sat,Away,D,0,0,Empoli,49.0,8597,Stefano Sorrentino,4-1-4-1,Davide Massa,Match Report,,13.0,2.0,,0,0,2016,Palermo
32,2016-04-03,15:00,Serie A,Matchweek 31,Sun,Away,L,1,3,Chievo,50.0,8000,Stefano Sorrentino,4-3-3,Maurizio Mariani,Match Report,,14.0,4.0,,0,0,2016,Palermo
33,2016-04-10,20:45,Serie A,Matchweek 32,Sun,Home,L,0,3,Lazio,32.0,22531,Stefano Sorrentino,4-4-1-1,Andrea Gervasoni,Match Report,,7.0,2.0,,0,0,2016,Palermo
34,2016-04-17,15:00,Serie A,Matchweek 33,Sun,Away,L,0,4,Juventus,39.0,39133,Stefano Sorrentino,3-5-2,Piero Giacomelli,Match Report,,10.0,4.0,,0,0,2016,Palermo
35,2016-04-20,20:45,Serie A,Matchweek 34,Wed,Home,D,2,2,Atalanta,51.0,28983,Stefano Sorrentino,4-3-1-2,Daniele Doveri,Match Report,,15.0,3.0,,1,1,2016,Palermo
36,2016-04-24,12:30,Serie A,Matchweek 35,Sun,Away,W,2,0,Frosinone,47.0,6095,Stefano Sorrentino,3-4-1-2,Gianluca Rocchi,Match Report,,7.0,2.0,,0,0,2016,Palermo
37,2016-05-01,15:00,Serie A,Matchweek 36,Sun,Home,W,2,0,Sampdoria,36.0,10023,Stefano Sorrentino,3-4-3,Paolo Mazzoleni,Match Report,,10.0,4.0,,0,0,2016,Palermo
38,2016-05-08,15:00,Serie A,Matchweek 37,Sun,Away,D,0,0,Fiorentina,40.0,28090,Stefano Sorrentino,3-4-3,Daniele Orsato,Match Report,,4.0,0.0,,0,0,2016,Palermo
39,2016-05-15,20:45,Serie A,Matchweek 38,Sun,Home,W,3,2,Hellas Verona,37.0,33445,Stefano Sorrentino,3-4-3,Massimiliano Irrati,Match Report,,5.0,3.0,,0,0,2016,Palermo
1,2015-08-23,18:00,Serie A,Matchweek 1,Sun,Away,W,1,0,Juventus,34.0,38433,Antonio Di Natale,3-5-2,Paolo Mazzoleni,Match Report,,6.0,2.0,,0,0,2016,Udinese
2,2015-08-30,20:45,Serie A,Matchweek 2,Sun,Home,L,0,1,Palermo,62.0,13200,Danilo Larangeira,3-5-2,Antonio Damato,Match Report,,25.0,7.0,,0,0,2016,Udinese
3,2015-09-13,18:00,Serie A,Matchweek 3,Sun,Away,L,0,2,Lazio,41.0,25000,Danilo Larangeira,3-5-2,Giampaolo Calvarese,Match Report,,11.0,5.0,,0,0,2016,Udinese
4,2015-09-19,18:00,Serie A,Matchweek 4,Sat,Home,L,1,2,Empoli,41.0,14000,Antonio Di Natale,3-5-2,Michael Fabbri,Match Report,,7.0,2.0,,0,0,2016,Udinese
5,2015-09-22,20:45,Serie A,Matchweek 5,Tue,Home,L,2,3,Milan,47.0,26774,Antonio Di Natale,3-5-2,Daniele Doveri,Match Report,,11.0,3.0,,0,0,2016,Udinese
6,2015-09-27,15:00,Serie A,Matchweek 6,Sun,Away,W,2,1,Bologna,47.0,15576,Danilo Larangeira,4-3-1-2,Andrea Gervasoni,Match Report,,11.0,3.0,,0,0,2016,Udinese
7,2015-10-04,15:00,Serie A,Matchweek 7,Sun,Home,D,1,1,Genoa,32.0,12704,Antonio Di Natale,3-5-2,Angelo Cervellera,Match Report,,9.0,3.0,,0,0,2016,Udinese
8,2015-10-18,15:00,Serie A,Matchweek 8,Sun,Away,D,1,1,Hellas Verona,53.0,16382,Antonio Di Natale,3-5-1-1,Claudio Gavillucci,Match Report,,15.0,5.0,,0,0,2016,Udinese
9,2015-10-25,15:00,Serie A,Matchweek 9,Sun,Home,W,1,0,Frosinone,52.0,13298,Antonio Di Natale,3-5-2,Nicola Rizzoli,Match Report,,19.0,7.0,,0,0,2016,Udinese
10,2015-10-28,20:45,Serie A,Matchweek 10,Wed,Away,L,1,3,Roma,36.0,29599,Danilo Larangeira,3-5-2,Carmine Russo,Match Report,,6.0,2.0,,0,0,2016,Udinese
11,2015-11-01,15:00,Serie A,Matchweek 11,Sun,Home,D,0,0,Sassuolo,53.0,13277,Antonio Di Natale,3-5-2,Federico La Penna,Match Report,,14.0,2.0,,0,0,2016,Udinese
12,2015-11-08,18:00,Serie A,Matchweek 12,Sun,Away,L,0,1,Napoli,42.0,42544,Danilo Larangeira,3-5-1-1,Domenico Celi,Match Report,,8.0,2.0,,0,0,2016,Udinese
13,2015-11-22,15:00,Serie A,Matchweek 13,Sun,Home,W,1,0,Sampdoria,39.0,15713,Danilo Larangeira,3-5-2,Marco Di Bello,Match Report,,9.0,4.0,,0,0,2016,Udinese
14,2015-11-29,15:00,Serie A,Matchweek 14,Sun,Away,W,3,2,Chievo,52.0,9500,Danilo Larangeira,3-5-2,Andrea Gervasoni,Match Report,,14.0,5.0,,0,0,2016,Udinese
16,2015-12-06,15:00,Serie A,Matchweek 15,Sun,Away,L,0,3,Fiorentina,45.0,27021,Danilo Larangeira,3-5-2,Marco Guida,Match Report,,8.0,0.0,,0,0,2016,Udinese
17,2015-12-12,20:45,Serie A,Matchweek 16,Sat,Home,L,0,4,Inter,55.0,16780,Antonio Di Natale,3-5-2,Davide Massa,Match Report,,22.0,7.0,,0,0,2016,Udinese
19,2015-12-20,18:00,Serie A,Matchweek 17,Sun,Away,W,1,0,Torino,49.0,15624,Antonio Di Natale,3-5-2,Claudio Gavillucci,Match Report,,12.0,6.0,,0,0,2016,Udinese
20,2016-01-06,12:30,Serie A,Matchweek 18,Wed,Home,W,2,1,Atalanta,39.0,13462,Danilo Larangeira,3-5-2,Angelo Cervellera,Match Report,,18.0,6.0,,0,0,2016,Udinese
21,2016-01-09,15:00,Serie A,Matchweek 19,Sat,Away,L,1,2,Carpi,59.0,5268,Danilo Larangeira,3-5-2,Michael Fabbri,Match Report,,10.0,5.0,,0,0,2016,Udinese
22,2016-01-17,15:00,Serie A,Matchweek 20,Sun,Home,L,0,4,Juventus,38.0,25467,Antonio Di Natale,3-5-2,Gianluca Rocchi,Match Report,,8.0,3.0,,0,0,2016,Udinese
23,2016-01-24,15:00,Serie A,Matchweek 21,Sun,Away,L,1,4,Palermo,58.0,14334,Emmanuel Agyemang-Badu,3-5-2,Paolo Tagliavento,Match Report,,20.0,9.0,,0,0,2016,Udinese
24,2016-01-31,15:00,Serie A,Matchweek 22,Sun,Home,D,0,0,Lazio,39.0,13611,Danilo Larangeira,3-5-2,Domenico Celi,Match Report,,11.0,1.0,,0,0,2016,Udinese
25,2016-02-03,20:45,Serie A,Matchweek 23,Wed,Away,D,1,1,Empoli,28.0,7581,Felipe dal Belo,3-5-2,Eugenio Abbattista,Match Report,,5.0,2.0,,0,0,2016,Udinese
26,2016-02-07,15:00,Serie A,Matchweek 24,Sun,Away,D,1,1,Milan,37.0,27656,Danilo Larangeira,3-5-2,Massimiliano Irrati,Match Report,,9.0,5.0,,0,0,2016,Udinese
27,2016-02-14,15:00,Serie A,Matchweek 25,Sun,Home,L,0,1,Bologna,53.0,14975,Danilo Larangeira,3-5-2,Carmine Russo,Match Report,,10.0,2.0,,0,0,2016,Udinese
28,2016-02-21,15:00,Serie A,Matchweek 26,Sun,Away,L,1,2,Genoa,42.0,19061,Danilo Larangeira,3-5-2,Andrea Gervasoni,Match Report,,13.0,6.0,,0,1,2016,Udinese
29,2016-02-28,15:00,Serie A,Matchweek 27,Sun,Home,W,2,0,Hellas Verona,50.0,14776,Antonio Di Natale,4-3-3,Daniele Doveri,Match Report,,13.0,4.0,,0,0,2016,Udinese
30,2016-03-06,15:00,Serie A,Matchweek 28,Sun,Away,L,0,2,Frosinone,62.0,6510,Antonio Di Natale,4-3-3,Nicola Rizzoli,Match Report,,4.0,2.0,,0,0,2016,Udinese
31,2016-03-13,15:00,Serie A,Matchweek 29,Sun,Home,L,1,2,Roma,39.0,17626,Orestis Karnezis,4-3-3,Paolo Mazzoleni,Match Report,,10.0,3.0,,0,0,2016,Udinese
